['0', '7227581/4363736229', '390707/117938817', '21686749/4363736229', '28920353/4363736229', '72315953/8727472458', '43400651/4363736229', '101298793/8727472458', '57905245/4363736229', '65169256/4363736229', '72442487/4363736229', '17716891/969719162', '87020933/4363736229', '94328354/4363736229', '11294382/484859581', '217970633/8727472458', '12926356/484859581', '6686827/235877634', '262187747/8727472458', '92334137/2909157486', '97286413/2909157486', '153380500/4363736229', '321710519/8727472458', '168355369/4363736229', '117254911/2909157486', '366875687/8727472458', '191023459/4363736229', '198640967/4363736229', '206292191/4363736229', '427958099/8727472458', '443407177/8727472458', '229467953/4363736229', '237274426/4363736229', '245125465/4363736229', '506047369/8727472458']
['1166794099/40838099749', '1166794143/40838099749', '1166794203/40838099749', '1166794287/40838099749', '1166794399/40838099749', '1166794553/40838099749', '1166794753/40838099749', '1166795017/40838099749', '1166795353/40838099749', '1166795779/40838099749', '1166796297/40838099749', '1166796923/40838099749', '1166797649/40838099749', '1166798481/40838099749', '1166799399/40838099749', '1166800399/40838099749', '1166801453/40838099749', '1166802547/40838099749', '1166803653/40838099749', '1166804749/40838099749', '1166805805/40838099749', '1166806807/40838099749', '1166807729/40838099749', '1166808565/40838099749', '1166809293/40838099749', '1166809921/40838099749', '1166810441/40838099749', '1166810867/40838099749', '1166811203/40838099749', '1166811467/40838099749', '1166811667/40838099749', '1166811821/40838099749', '1166811933/40838099749', '1166812017/40838099749', '1166812077/40838099749']
['2333590051/81676201381', '2333590125/81676201381', '2333590229/81676201381', '2333590373/81676201381', '2333590569/81676201381', '2333590835/81676201381', '2333591189/81676201381', '2333591651/81676201381', '2333592247/81676201381', '2333593001/81676201381', '2333593929/81676201381', '2333595045/81676201381', '2333596353/81676201381', '2333597847/81676201381', '2333599507/81676201381', '2333601311/81676201381', '2333603223/81676201381', '2333605199/81676201381', '2333607207/81676201381', '2333609187/81676201381', '2333611101/81676201381', '2333612909/81676201381', '2333614577/81676201381', '2333616077/81676201381', '2333617389/81676201381', '2333618509/81676201381', '2333619439/81676201381', '2333620193/81676201381', '2333620789/81676201381', '2333621251/81676201381', '2333621605/81676201381', '2333621871/81676201381', '2333622067/81676201381', '2333622211/81676201381', '2333622315/81676201381']
['24308249/850793784', '64821999/2268783424', '583398013/20419050816', '583398043/20419050816', '583398085/20419050816', '194466047/6806350272', '291699109/10209525408', '583398317/20419050816', '194466149/6806350272', '583398611/20419050816', '6077071/212698446', '583399061/20419050816', '72924919/2552381352', '64822187/2268783424', '291700027/10209525408', '72925057/2552381352', '583400885/20419050816', '291700663/10209525408', '194467259/6806350272', '583402219/20419050816', '72925331/2552381352', '583403051/20419050816', '6077119/212698446', '145850939/5104762704', '4051417/141798964', '97234049/3403175136', '583404499/20419050816', '194468221/6806350272', '583404793/20419050816', '145851223/5104762704', '194468323/6806350272', '583405025/20419050816', '583405067/20419050816', '583405097/20419050816', '64822791/2268783424']
['1166796704/40838102395', '233359346/8167620479', '1166796767/40838102395', '1166796819/40838102395', '1166796891/40838102395', '1166796989/40838102395', '1166797122/40838102395', '1166797297/40838102395', '233359505/8167620479', '1166797816/40838102395', '1166798179/40838102395', '1166798618/40838102395', '1166799137/40838102395', '1166799733/40838102395', '233360080/8167620479', '1166801126/40838102395', '1166801899/40838102395', '1166802698/40838102395', '233360702/8167620479', '1166804311/40838102395', '1166805084/40838102395', '1166805812/40838102395', '1166806482/40838102395', '233361416/8167620479', '1166807601/40838102395', '1166808041/40838102395', '1166808404/40838102395', '233361739/8167620479', '1166808923/40838102395', '1166809098/40838102395', '1166809231/40838102395', '1166809329/40838102395', '1166809401/40838102395', '1166809453/40838102395', '233361898/8167620479']
['583398728/20419051579', '583398739/20419051579', '583398754/20419051579', '583398776/20419051579', '583398806/20419051579', '583398848/20419051579', '583398904/20419051579', '583398980/20419051579', '583399078/20419051579', '583399205/20419051579', '583399363/20419051579', '583399557/20419051579', '583399785/20419051579', '583400050/20419051579', '583400346/20419051579', '583400670/20419051579', '583401014/20419051579', '583401372/20419051579', '583401733/20419051579', '583402092/20419051579', '583402436/20419051579', '583402761/20419051579', '583403058/20419051579', '583403324/20419051579', '583403553/20419051579', '583403747/20419051579', '583403905/20419051579', '583404032/20419051579', '583404130/20419051579', '583404206/20419051579', '583404262/20419051579', '583404304/20419051579', '583404334/20419051579', '583404356/20419051579', '583404371/20419051579']
['1166798061/40838103770', '1166798079/40838103770', '233359621/8167620754', '583399071/20419051885', '583399097/20419051885', '583399133/20419051885', '583399182/20419051885', '583399248/20419051885', '1166798669/40838103770', '583399446/20419051885', '1166799173/40838103770', '1166799517/40838103770', '583399963/20419051885', '1166800399/40838103770', '583400466/20419051885', '583400757/20419051885', '233360427/8167620754', '116680278/4083810377', '583401716/20419051885', '583402039/20419051885', '1166804699/40838103770', '1166805283/40838103770', '583402909/20419051885', '1166806293/40838103770', '1166806703/40838103770', '1166807047/40838103770', '583403664/20419051885', '1166807551/40838103770', '583403862/20419051885', '583403928/20419051885', '583403977/20419051885', '583404013/20419051885', '583404039/20419051885', '233361623/8167620754', '1166808141/40838103770']
['583399333/20419052191', '583399340/20419052191', '8707453/304761973', '583399366/20419052191', '583399388/20419052191', '8707454/304761973', '583399460/20419052191', '583399516/20419052191', '583399591/20419052191', '583399687/20419052191', '583399810/20419052191', '583399960/20419052191', '583400141/20419052191', '583400349/20419052191', '583400586/20419052191', '583400844/20419052191', '583401121/20419052191', '583401408/20419052191', '583401699/20419052191', '583401986/20419052191', '583402263/20419052191', '583402522/20419052191', '583402760/20419052191', '8707507/304761973', '583403150/20419052191', '583403300/20419052191', '583403423/20419052191', '583403519/20419052191', '583403594/20419052191', '583403650/20419052191', '583403692/20419052191', '583403722/20419052191', '583403744/20419052191', '583403759/20419052191', '583403770/20419052191']
['2333598305/81676209747', '2333598329/81676209747', '2333598365/81676209747', '777866139/27225403249', '2333598491/81676209747', '2333598595/81676209747', '2333598739/81676209747', '2333598935/81676209747', '2333599195/81676209747', '2333599535/81676209747', '2333599967/81676209747', '2333600501/81676209747', '2333601143/81676209747', '2333601889/81676209747', '2333602735/81676209747', '2333603665/81676209747', '777868219/27225403249', '2333605693/81676209747', '212146067/7425109977', '2333607773/81676209747', '2333608765/81676209747', '2333609699/81676209747', '777870183/27225403249', '2333611297/81676209747', '2333611939/81676209747', '2333612473/81676209747', '2333612905/81676209747', '2333613245/81676209747', '2333613505/81676209747', '2333613701/81676209747', '2333613845/81676209747', '2333613949/81676209747', '777871341/27225403249', '2333614075/81676209747', '2333614111/81676209747']
['1166799639/40838105365', '1166799649/40838105365', '1166799663/40838105365', '233359937/8167621073', '233359943/8167621073', '1166799759/40838105365', '1166799819/40838105365', '1166799903/40838105365', '1166800013/40838105365', '1166800161/40838105365', '1166800347/40838105365', '1166800581/40838105365', '1166800861/40838105365', '1166801191/40838105365', '1166801563/40838105365', '1166801977/40838105365', '233360483/8167621073', '1166802877/40838105365', '1166803339/40838105365', '1166803801/40838105365', '1166804239/40838105365', '233360931/8167621073', '1166805029/40838105365', '1166805359/40838105365', '1166805639/40838105365', '1166805873/40838105365', '1166806059/40838105365', '1166806207/40838105365', '1166806317/40838105365', '1166806401/40838105365', '1166806461/40838105365', '233361301/8167621073', '233361307/8167621073', '1166806557/40838105365', '1166806571/40838105365']
['2333600053/81676211511', '2333600069/81676211511', '2333600093/81676211511', '2333600129/81676211511', '777866727/27225403837', '2333600255/81676211511', '2333600359/81676211511', '2333600503/81676211511', '777866899/27225403837', '2333600953/81676211511', '2333601283/81676211511', '2333601695/81676211511', '2333602193/81676211511', '777867593/27225403837', '2333603447/81676211511', '2333604185/81676211511', '2333604973/81676211511', '2333605801/81676211511', '2333606633/81676211511', '777869153/27225403837', '2333608249/81676211511', '2333608991/81676211511', '777869887/27225403837', '2333610247/81676211511', '2333610745/81676211511', '2333611157/81676211511', '2333611487/81676211511', '777870581/27225403837', '2333611937/81676211511', '2333612081/81676211511', '2333612185/81676211511', '777870753/27225403837', '2333612311/81676211511', '2333612347/81676211511', '2333612371/81676211511']
['583400207/20419053073', '583400210/20419053073', '583400215/20419053073', '583400222/20419053073', '583400233/20419053073', '583400248/20419053073', '583400270/20419053073', '583400300/20419053073', '583400342/20419053073', '583400396/20419053073', '583400468/20419053073', '583400557/20419053073', '583400666/20419053073', '583400794/20419053073', '583400942/20419053073', '121264/4244243', '583401279/20419053073', '583401462/20419053073', '583401647/20419053073', '583401829/20419053073', '34317765/1201120769', '583402168/20419053073', '583402316/20419053073', '583402444/20419053073', '583402553/20419053073', '583402642/20419053073', '583402714/20419053073', '583402768/20419053073', '583402810/20419053073', '583402840/20419053073', '583402862/20419053073', '583402877/20419053073', '583402888/20419053073', '583402895/20419053073', '583402900/20419053073']
['2333601445/81676212913', '2333601455/81676212913', '2333601471/81676212913', '2333601495/81676212913', '2333601531/81676212913', '2333601583/81676212913', '2333601657/81676212913', '2333601761/81676212913', '2333601905/81676212913', '2333602095/81676212913', '2333602345/81676212913', '2333602661/81676212913', '2333603045/81676212913', '2333603501/81676212913', '2333604025/81676212913', '2333604607/81676212913', '2333605231/81676212913', '2333605887/81676212913', '2333606549/81676212913', '2333607203/81676212913', '2333607831/81676212913', '2333608415/81676212913', '2333608939/81676212913', '2333609395/81676212913', '2333609779/81676212913', '2333610095/81676212913', '2333610345/81676212913', '2333610535/81676212913', '2333610679/81676212913', '2333610783/81676212913', '2333610857/81676212913', '2333610909/81676212913', '2333610945/81676212913', '2333610969/81676212913', '2333610985/81676212913']
['1166801031/40838106767', '1166801035/40838106767', '1166801041/40838106767', '1166801051/40838106767', '1166801065/40838106767', '1166801087/40838106767', '1166801117/40838106767', '1166801161/40838106767', '1166801221/40838106767', '1166801303/40838106767', '1166801409/40838106767', '1166801547/40838106767', '1166801713/40838106767', '1166801913/40838106767', '1166802141/40838106767', '1166802399/40838106767', '1166802673/40838106767', '1166802963/40838106767', '1166803255/40838106767', '1166803545/40838106767', '1166803821/40838106767', '1166804079/40838106767', '1166804307/40838106767', '1166804507/40838106767', '1166804673/40838106767', '1166804811/40838106767', '1166804917/40838106767', '1166804999/40838106767', '1166805059/40838106767', '1166805103/40838106767', '1166805133/40838106767', '1166805155/40838106767', '1166805169/40838106767', '1166805179/40838106767', '1166805185/40838106767']
['2333602547/81676214021', '2333602553/81676214021', '2333602563/81676214021', '2333602579/81676214021', '2333602603/81676214021', '2333602639/81676214021', '2333602691/81676214021', '2333602765/81676214021', '2333602869/81676214021', '2333603011/81676214021', '2333603197/81676214021', '56917157/1992102781', '2333603733/81676214021', '2333604085/81676214021', '2333604491/81676214021', '2333604949/81676214021', '2333605441/81676214021', '2333605955/81676214021', '2333606481/81676214021', '2333606997/81676214021', '2333607491/81676214021', '2333607949/81676214021', '2333608355/81676214021', '2333608707/81676214021', '2333609003/81676214021', '2333609243/81676214021', '2333609429/81676214021', '2333609571/81676214021', '2333609675/81676214021', '2333609749/81676214021', '2333609801/81676214021', '2333609837/81676214021', '2333609861/81676214021', '2333609877/81676214021', '2333609887/81676214021']
['583400758/20419053627', '583400759/20419053627', '583400761/20419053627', '583400764/20419053627', '27780989/972335887', '4386472/153526719', '194466929/6806351209', '194466934/6806351209', '583400824/20419053627', '583400854/20419053627', '583400894/20419053627', '583400945/20419053627', '583401010/20419053627', '583401086/20419053627', '4386475/153526719', '583401275/20419053627', '10235112/358229011', '583401496/20419053627', '583401613/20419053627', '10235118/358229011', '583401835/20419053627', '30705365/1074687033', '583402024/20419053627', '583402100/20419053627', '583402165/20419053627', '583402216/20419053627', '583402256/20419053627', '583402286/20419053627', '194467436/6806351209', '27781063/972335887', '30705386/1074687033', '194467447/6806351209', '583402346/20419053627', '583402349/20419053627', '83343193/2917007661']
['1166801707/40838107446', '388933903/13612702482', '194466952/6806351241', '1166801717/40838107446', '1166801725/40838107446', '1166801737/40838107446', '1166801755/40838107446', '388933927/13612702482', '583400909/20419053723', '583400935/20419053723', '1166801939/40838107446', '1166802029/40838107446', '583401071/20419053723', '1166802277/40838107446', '583401217/20419053723', '194467102/6806351241', '1166802805/40838107446', '583401503/20419053723', '1166803213/40838107446', '1166803415/40838107446', '194467268/6806351241', '583401893/20419053723', '1166803943/40838107446', '583402039/20419053723', '1166804191/40838107446', '1166804281/40838107446', '583402175/20419053723', '583402201/20419053723', '388934813/13612702482', '1166804465/40838107446', '1166804483/40838107446', '1166804495/40838107446', '1166804503/40838107446', '194467418/6806351241', '388934837/13612702482']
['194466983/6806351273', '583400950/20419053819', '583400951/20419053819', '583400953/20419053819', '583400956/20419053819', '194466987/6806351273', '583400968/20419053819', '194466993/6806351273', '194466998/6806351273', '583401016/20419053819', '194467015/6806351273', '194467028/6806351273', '194467044/6806351273', '583401191/20419053819', '583401259/20419053819', '583401337/20419053819', '583401421/20419053819', '194467170/6806351273', '194467200/6806351273', '583401689/20419053819', '583401773/20419053819', '583401851/20419053819', '583401919/20419053819', '194467326/6806351273', '194467342/6806351273', '194467355/6806351273', '583402094/20419053819', '194467372/6806351273', '194467377/6806351273', '583402142/20419053819', '194467383/6806351273', '583402154/20419053819', '583402157/20419053819', '583402159/20419053819', '583402160/20419053819']
['45756943/1601494423', '2333604095/81676215573', '777868033/27225405191', '777868035/27225405191', '2333604115/81676215573', '2333604131/81676215573', '2333604155/81676215573', '2333604191/81676215573', '777868081/27225405191', '2333604317/81676215573', '2333604419/81676215573', '2333604553/81676215573', '777868241/27225405191', '2333604929/81676215573', '2333605171/81676215573', '2333605445/81676215573', '2333605745/81676215573', '2333606059/81676215573', '2333606381/81676215573', '2333606695/81676215573', '2333606995/81676215573', '2333607269/81676215573', '2333607511/81676215573', '777869239/27225405191', '2333607887/81676215573', '2333608021/81676215573', '2333608123/81676215573', '777869399/27225405191', '2333608249/81676215573', '2333608285/81676215573', '137271077/4804483269', '2333608325/81676215573', '777869445/27225405191', '777869447/27225405191', '2333608345/81676215573']
['77786813/2722540529', '77786813/2722540529', '1166802197/40838107935', '1166802199/40838107935', '1166802203/40838107935', '1166802209/40838107935', '388934073/13612702645', '1166802233/40838107935', '77786817/2722540529', '77786819/2722540529', '1166802329/40838107935', '233360477/8167621587', '388934153/13612702645', '1166802547/40838107935', '1166802653/40838107935', '388934257/13612702645', '388934301/13612702645', '1166803039/40838107935', '1166803181/40838107935', '388934439/13612702645', '388934483/13612702645', '1166803567/40838107935', '1166803673/40838107935', '388934587/13612702645', '233360767/8167621587', '1166803891/40838107935', '77786929/2722540529', '77786931/2722540529', '1166803987/40838107935', '388934667/13612702645', '1166804011/40838107935', '1166804017/40838107935', '1166804021/40838107935', '1166804023/40838107935', '77786935/2722540529']
['777868207/27225405367', '777868207/27225405367', '2333604623/81676216101', '777868209/27225405367', '777868211/27225405367', '2333604643/81676216101', '2333604659/81676216101', '2333604683/81676216101', '2333604719/81676216101', '777868257/27225405367', '2333604845/81676216101', '2333604943/81676216101', '777868357/27225405367', '777868409/27225405367', '2333605411/81676216101', '2333605621/81676216101', '2333605853/81676216101', '2333606095/81676216101', '2333606345/81676216101', '2333606587/81676216101', '2333606819/81676216101', '2333607029/81676216101', '777869071/27225405367', '777869123/27225405367', '2333607497/81676216101', '2333607595/81676216101', '777869223/27225405367', '2333607721/81676216101', '2333607757/81676216101', '2333607781/81676216101', '2333607797/81676216101', '777869269/27225405367', '777869271/27225405367', '2333607817/81676216101', '777869273/27225405367']
['3411703/119409673', '3411703/119409673', '3411703/119409673', '583401214/20419054083', '583401215/20419054083', '583401217/20419054083', '583401220/20419054083', '194467075/6806351361', '30705328/1074687057', '194467081/6806351361', '64822362/2268783787', '194467093/6806351361', '194467102/6806351361', '583401340/20419054083', '583401379/20419054083', '583401425/20419054083', '583401475/20419054083', '64822392/2268783787', '64822398/2268783787', '583401635/20419054083', '583401685/20419054083', '583401731/20419054083', '583401770/20419054083', '194467268/6806351361', '194467277/6806351361', '64822428/2268783787', '194467289/6806351361', '30705362/1074687057', '194467295/6806351361', '583401890/20419054083', '583401893/20419054083', '583401895/20419054083', '583401896/20419054083', '3411707/119409673', '3411707/119409673']
['34317721/1201120831', '34317721/1201120831', '34317721/1201120831', '1166802515/40838108254', '1166802517/40838108254', '583401260/20419054127', '1166802525/40838108254', '1166802533/40838108254', '1166802545/40838108254', '1166802563/40838108254', '1166802589/40838108254', '1166802625/40838108254', '583401336/20419054127', '1166802731/40838108254', '583401400/20419054127', '583401440/20419054127', '1166802969/40838108254', '583401531/20419054127', '583401579/20419054127', '1166803251/40838108254', '583401670/20419054127', '583401710/20419054127', '1166803489/40838108254', '583401774/20419054127', '1166803595/40838108254', '1166803631/40838108254', '1166803657/40838108254', '1166803675/40838108254', '68635511/2402241662', '1166803695/40838108254', '583401850/20419054127', '1166803703/40838108254', '1166803705/40838108254', '583401853/20419054127', '583401853/20419054127']
['583401301/20419054171', '583401301/20419054171', '583401301/20419054171', '583401301/20419054171', '583401302/20419054171', '583401303/20419054171', '583401305/20419054171', '583401308/20419054171', '583401313/20419054171', '583401320/20419054171', '583401331/20419054171', '583401346/20419054171', '583401366/20419054171', '583401391/20419054171', '583401421/20419054171', '583401455/20419054171', '583401494/20419054171', '583401534/20419054171', '583401576/20419054171', '583401616/20419054171', '583401655/20419054171', '583401689/20419054171', '583401719/20419054171', '583401744/20419054171', '583401764/20419054171', '583401779/20419054171', '583401790/20419054171', '583401797/20419054171', '583401802/20419054171', '583401805/20419054171', '583401807/20419054171', '583401808/20419054171', '583401809/20419054171', '583401809/20419054171', '583401809/20419054171']
['2333605339/81676216819', '2333605339/81676216819', '2333605339/81676216819', '2333605339/81676216819', '2333605341/81676216819', '2333605345/81676216819', '2333605351/81676216819', '2333605361/81676216819', '2333605377/81676216819', '2333605401/81676216819', '2333605437/81676216819', '2333605489/81676216819', '2333605557/81676216819', '2333605645/81676216819', '2333605749/81676216819', '2333605869/81676216819', '2333606005/81676216819', '2333606147/81676216819', '2333606293/81676216819', '2333606435/81676216819', '2333606571/81676216819', '2333606691/81676216819', '2333606795/81676216819', '2333606883/81676216819', '2333606951/81676216819', '2333607003/81676216819', '2333607039/81676216819', '2333607063/81676216819', '2333607079/81676216819', '2333607089/81676216819', '2333607095/81676216819', '2333607099/81676216819', '2333607101/81676216819', '2333607101/81676216819', '2333607101/81676216819']
['1166802737/40838108477', '1166802737/40838108477', '1166802737/40838108477', '1166802737/40838108477', '1166802737/40838108477', '1166802739/40838108477', '1166802741/40838108477', '1166802745/40838108477', '1166802751/40838108477', '1166802761/40838108477', '1166802775/40838108477', '1166802797/40838108477', '1166802825/40838108477', '1166802863/40838108477', '1166802907/40838108477', '1166802959/40838108477', '1166803017/40838108477', '1166803079/40838108477', '1166803141/40838108477', '1166803203/40838108477', '1166803261/40838108477', '1166803313/40838108477', '1166803357/40838108477', '1166803395/40838108477', '1166803423/40838108477', '4436515/155277979', '1166803459/40838108477', '1166803469/40838108477', '1166803475/40838108477', '1166803479/40838108477', '1166803481/40838108477', '1166803483/40838108477', '1166803483/40838108477', '1166803483/40838108477', '1166803483/40838108477']
['155573705/5445081137', '155573705/5445081137', '155573705/5445081137', '155573705/5445081137', '155573705/5445081137', '2333605577/81676217055', '777868527/27225405685', '777868529/27225405685', '2333605597/81676217055', '2333605613/81676217055', '2333605637/81676217055', '2333605673/81676217055', '2333605723/81676217055', '2333605787/81676217055', '466721173/16335243411', '466721191/16335243411', '2333606057/81676217055', '466721233/16335243411', '466721255/16335243411', '2333606383/81676217055', '466721297/16335243411', '466721315/16335243411', '2333606653/81676217055', '56917237/1992102855', '2333606767/81676217055', '2333606803/81676217055', '2333606827/81676217055', '2333606843/81676217055', '777868951/27225405685', '777868953/27225405685', '2333606863/81676217055', '155573791/5445081137', '155573791/5445081137', '155573791/5445081137', '155573791/5445081137']
['583401419/20419054289', '583401419/20419054289', '583401419/20419054289', '583401419/20419054289', '583401419/20419054289', '583401419/20419054289', '583401420/20419054289', '583401421/20419054289', '583401423/20419054289', '583401426/20419054289', '583401431/20419054289', '583401438/20419054289', '583401449/20419054289', '583401462/20419054289', '583401479/20419054289', '583401498/20419054289', '583401520/20419054289', '583401543/20419054289', '583401567/20419054289', '583401590/20419054289', '583401612/20419054289', '583401631/20419054289', '583401648/20419054289', '583401661/20419054289', '583401672/20419054289', '583401679/20419054289', '583401684/20419054289', '583401687/20419054289', '583401689/20419054289', '583401690/20419054289', '583401691/20419054289', '583401691/20419054289', '583401691/20419054289', '583401691/20419054289', '583401691/20419054289']
['2333605753/81676217233', '2333605753/81676217233', '2333605753/81676217233', '2333605753/81676217233', '2333605753/81676217233', '2333605753/81676217233', '179508135/6282785941', '2333605759/81676217233', '2333605765/81676217233', '2333605775/81676217233', '2333605791/81676217233', '2333605815/81676217233', '2333605851/81676217233', '2333605897/81676217233', '2333605955/81676217233', '2333606021/81676217233', '2333606097/81676217233', '2333606179/81676217233', '2333606261/81676217233', '2333606343/81676217233', '2333606419/81676217233', '2333606485/81676217233', '2333606543/81676217233', '2333606589/81676217233', '2333606625/81676217233', '2333606649/81676217233', '179508205/6282785941', '2333606675/81676217233', '2333606681/81676217233', '2333606685/81676217233', '2333606687/81676217233', '2333606687/81676217233', '2333606687/81676217233', '2333606687/81676217233', '2333606687/81676217233']
['77786861/2722540577', '77786861/2722540577', '77786861/2722540577', '77786861/2722540577', '77786861/2722540577', '77786861/2722540577', '77786861/2722540577', '1166802917/40838108655', '1166802919/40838108655', '1166802923/40838108655', '1166802929/40838108655', '388934313/13612702885', '1166802953/40838108655', '1166802973/40838108655', '1166802997/40838108655', '233360605/8167621731', '1166803057/40838108655', '1166803093/40838108655', '1166803127/40838108655', '1166803163/40838108655', '233360639/8167621731', '1166803223/40838108655', '1166803247/40838108655', '1166803267/40838108655', '388934427/13612702885', '1166803291/40838108655', '1166803297/40838108655', '1166803301/40838108655', '1166803303/40838108655', '77786887/2722540577', '77786887/2722540577', '77786887/2722540577', '77786887/2722540577', '77786887/2722540577', '77786887/2722540577']
['1166802943/40838108683', '1166802943/40838108683', '1166802943/40838108683', '1166802943/40838108683', '1166802943/40838108683', '1166802943/40838108683', '1166802943/40838108683', '1166802944/40838108683', '1166802946/40838108683', '1166802949/40838108683', '1166802954/40838108683', '1166802962/40838108683', '1166802974/40838108683', '1166802991/40838108683', '1166803012/40838108683', '1166803036/40838108683', '1166803064/40838108683', '1166803095/40838108683', '1166803125/40838108683', '1166803156/40838108683', '1166803184/40838108683', '1166803208/40838108683', '1166803229/40838108683', '1166803246/40838108683', '1166803258/40838108683', '1166803266/40838108683', '1166803271/40838108683', '1166803274/40838108683', '1166803276/40838108683', '1166803277/40838108683', '1166803277/40838108683', '1166803277/40838108683', '1166803277/40838108683', '1166803277/40838108683', '1166803277/40838108683']
['1166802971/40838108711', '1166802971/40838108711', '1166802971/40838108711', '1166802971/40838108711', '1166802971/40838108711', '1166802971/40838108711', '1166802971/40838108711', '1166802971/40838108711', '1166802973/40838108711', '1166802975/40838108711', '1166802979/40838108711', '1166802985/40838108711', '1166802995/40838108711', '1166803009/40838108711', '1166803027/40838108711', '1166803047/40838108711', '1166803071/40838108711', '1166803097/40838108711', '1166803123/40838108711', '1166803149/40838108711', '1166803173/40838108711', '1166803193/40838108711', '1166803211/40838108711', '1166803225/40838108711', '1166803235/40838108711', '1166803241/40838108711', '1166803245/40838108711', '1166803247/40838108711', '1166803249/40838108711', '1166803249/40838108711', '1166803249/40838108711', '1166803249/40838108711', '1166803249/40838108711', '1166803249/40838108711', '1166803249/40838108711']
['291700748/10209527183', '291700748/10209527183', '291700748/10209527183', '291700748/10209527183', '291700748/10209527183', '291700748/10209527183', '291700748/10209527183', '291700748/10209527183', '1166802993/40838108732', '1166802995/40838108732', '583401499/20419054366', '1166803003/40838108732', '1166803011/40838108732', '1166803023/40838108732', '583401519/20419054366', '291700764/10209527183', '291700769/10209527183', '1166803099/40838108732', '1166803121/40838108732', '2676154/93665387', '291700791/10209527183', '583401591/20419054366', '1166803197/40838108732', '1166803209/40838108732', '1166803217/40838108732', '583401611/20419054366', '1166803225/40838108732', '1166803227/40838108732', '291700807/10209527183', '291700807/10209527183', '291700807/10209527183', '291700807/10209527183', '291700807/10209527183', '291700807/10209527183', '291700807/10209527183']
['1166803013/40838108753', '1166803013/40838108753', '1166803013/40838108753', '1166803013/40838108753', '1166803013/40838108753', '1166803013/40838108753', '1166803013/40838108753', '1166803013/40838108753', '1166803013/40838108753', '1166803015/40838108753', '1166803017/40838108753', '1166803021/40838108753', '89754079/3141392981', '1166803037/40838108753', '1166803049/40838108753', '1166803065/40838108753', '1166803081/40838108753', '1166803101/40838108753', '1166803119/40838108753', '1166803139/40838108753', '1166803155/40838108753', '1166803171/40838108753', '89754091/3141392981', '1166803193/40838108753', '1166803199/40838108753', '1166803203/40838108753', '1166803205/40838108753', '1166803207/40838108753', '1166803207/40838108753', '1166803207/40838108753', '1166803207/40838108753', '1166803207/40838108753', '1166803207/40838108753', '1166803207/40838108753', '1166803207/40838108753']
['291700757/10209527192', '291700757/10209527192', '291700757/10209527192', '291700757/10209527192', '291700757/10209527192', '291700757/10209527192', '291700757/10209527192', '291700757/10209527192', '291700757/10209527192', '1166803029/40838108768', '1166803031/40838108768', '583401517/20419054384', '1166803039/40838108768', '1166803047/40838108768', '583401529/20419054384', '1166803071/40838108768', '1166803085/40838108768', '583401551/20419054384', '583401559/20419054384', '1166803135/40838108768', '1166803149/40838108768', '583401581/20419054384', '1166803173/40838108768', '1166803181/40838108768', '583401593/20419054384', '1166803189/40838108768', '1166803191/40838108768', '145850399/5104763596', '145850399/5104763596', '145850399/5104763596', '145850399/5104763596', '145850399/5104763596', '145850399/5104763596', '145850399/5104763596', '145850399/5104763596']
['1166803043/40838108783', '1166803043/40838108783', '1166803043/40838108783', '1166803043/40838108783', '1166803043/40838108783', '1166803043/40838108783', '1166803043/40838108783', '1166803043/40838108783', '1166803043/40838108783', '1166803043/40838108783', '1166803045/40838108783', '1166803047/40838108783', '1166803051/40838108783', '7830893/274081267', '1166803067/40838108783', '1166803077/40838108783', '1166803089/40838108783', '1166803103/40838108783', '1166803117/40838108783', '1166803131/40838108783', '1166803143/40838108783', '1166803153/40838108783', '1166803163/40838108783', '1166803169/40838108783', '1166803173/40838108783', '1166803175/40838108783', '1166803177/40838108783', '1166803177/40838108783', '1166803177/40838108783', '1166803177/40838108783', '1166803177/40838108783', '1166803177/40838108783', '1166803177/40838108783', '1166803177/40838108783', '1166803177/40838108783']
['583401527/20419054397', '583401527/20419054397', '583401527/20419054397', '583401527/20419054397', '583401527/20419054397', '583401527/20419054397', '583401527/20419054397', '583401527/20419054397', '583401527/20419054397', '583401527/20419054397', '1166803055/40838108794', '166686151/5834015542', '583401530/20419054397', '1166803065/40838108794', '1166803073/40838108794', '583401541/20419054397', '2032758/71146531', '583401552/20419054397', '583401558/20419054397', '583401564/20419054397', '583401569/20419054397', '1166803147/40838108794', '166686165/5834015542', '583401580/20419054397', '1166803163/40838108794', '1166803165/40838108794', '583401583/20419054397', '583401583/20419054397', '583401583/20419054397', '583401583/20419054397', '583401583/20419054397', '583401583/20419054397', '583401583/20419054397', '583401583/20419054397', '583401583/20419054397']
['25928957/907513529', '25928957/907513529', '25928957/907513529', '25928957/907513529', '25928957/907513529', '25928957/907513529', '25928957/907513529', '25928957/907513529', '25928957/907513529', '25928957/907513529', '25928957/907513529', '1166803067/40838108805', '1166803069/40838108805', '1166803073/40838108805', '89754083/3141392985', '1166803087/40838108805', '77786873/2722540587', '17950817/628278597', '233360623/8167621761', '77786875/2722540587', '1166803133/40838108805', '1166803141/40838108805', '1166803147/40838108805', '1166803151/40838108805', '1166803153/40838108805', '25928959/907513529', '25928959/907513529', '25928959/907513529', '25928959/907513529', '25928959/907513529', '25928959/907513529', '25928959/907513529', '25928959/907513529', '25928959/907513529', '25928959/907513529']
