['0', '106340988/71808016103', '212694443/71808016103', '319072918/71808016103', '425488929/71808016103', '531955045/71808016103', '638483972/71808016103', '745088437/71808016103', '851781275/71808016103', '958575499/71808016103', '1065484212/71808016103', '1172520676/71808016103', '1279698400/71808016103', '1387031023/71808016103', '1494532516/71808016103', '1602216886/71808016103', '1710098763/71808016103', '1818192727/71808016103', '1926513967/71808016103', '2035077876/71808016103', '2143900289/71808016103', '2252997530/71808016103', '2362386333/71808016103', '2472083961/71808016103', '2582108283/71808016103', '2692477747/71808016103', '2803211460/71808016103', '2914329325/71808016103', '3025851996/71808016103', '3137800999/71808016103', '3250198906/71808016103', '3363069288/71808016103', '3476436900/71808016103', '3590327888/71808016103', '3704769788/71808016103', '3819791799/71808016103', '3935425059/71808016103']
['4105810761/167178480035', '4125429531/167178480035', '829125603/33435696007', '4166359311/167178480035', '4187579859/167178480035', '4209246903/167178480035', '4231321667/167178480035', '4253766121/167178480035', '4276546033/167178480035', '4299627541/167178480035', '4322980139/167178480035', '4346573307/167178480035', '4370379471/167178480035', '4394370619/167178480035', '4418521351/167178480035', '4442805419/167178480035', '893439801/33435696007', '641668109/23882640005', '4516215929/167178480035', '4540791567/167178480035', '652197293/23882640005', '4589959461/167178480035', '4614503639/167178480035', '662712577/23882640005', '666198333/23882640005', '4687677629/167178480035', '4711829751/167178480035', '4735815673/167178480035', '4759606559/167178480035', '956634059/33435696007', '961294895/33435696007', '4829482781/167178480035', '4852158041/167178480035', '4874458577/167178480035', '4896341141/167178480035', '702536787/23882640005', '4938657771/167178480035']
['4117850943/167201732720', '2068428551/83600866360', '2078218633/83600866360', '4176546393/167201732720', '4197141063/167201732720', '421817999/16720173272', '385420379/15200157520', '4261436791/167201732720', '214179159/8360086636', '4306030499/167201732720', '2164373833/83600866360', '4351705091/167201732720', '4374874497/167201732720', '219911437/8360086636', '4421741669/167201732720', '4445387829/167201732720', '2234571307/83600866360', '112324537/4180043318', '1129220193/41800433180', '4540816413/167201732720', '2282382429/83600866360', '417154727/15200157520', '922520763/33440346544', '4636445557/167201732720', '4660202047/167201732720', '292740451/10450108295', '470735409/16720173272', '946138895/33440346544', '86433433/3040031504', '4776755909/167201732720', '4799412693/167201732720', '4821773899/167201732720', '2421900929/83600866360', '304091006/10450108295', '2443346567/83600866360', '446133299/15200157520', '985545161/33440346544']
['825978225/33444997081', '4148284673/167224985405', '4167246517/167224985405', '837346695/33444997081', '4206702267/167224985405', '4227113077/167224985405', '4247926671/167224985405', '4269107461/167224985405', '4290620327/167224985405', '4312433457/167224985405', '4334515193/167224985405', '871367375/33444997081', '4379369523/167224985405', '4402086861/167224985405', '4424961987/167224985405', '4447970239/167224985405', '4471086223/167224985405', '4494286197/167224985405', '903509123/33444997081', '4540841259/167224985405', '912829733/33444997081', '4587444533/167224985405', '4610703991/167224985405', '926780615/33444997081', '4657015763/167224985405', '4680016803/167224985405', '4702878429/167224985405', '4725573277/167224985405', '4748071071/167224985405', '4770341523/167224985405', '4792350911/167224985405', '4814065017/167224985405', '967089135/33444997081', '971290723/33444997081', '4877045127/167224985405', '4897175069/167224985405', '4916793839/167224985405']
['1380489254/55749004521', '4159275755/167247013563', '1392548821/55749004521', '599505305/23892430509', '4215906148/167247013563', '4235713666/167247013563', '472880201/18583001507', '4276494713/167247013563', '4297398368/167247013563', '1439533507/55749004521', '4340070500/167247013563', '4361779046/167247013563', '4383698101/167247013563', '1468600240/55749004521', '1476020275/55749004521', '494494783/18583001507', '4472952794/167247013563', '4495535570/167247013563', '4518177574/167247013563', '4540854889/167247013563', '72437202/2654714501', '4586220083/167247013563', '4608859828/167247013563', '4631438218/167247013563', '4653930046/167247013563', '4676309306/167247013563', '4698549046/167247013563', '4720621217/167247013563', '1580832146/55749004521', '226863989/7964143503', '1595176831/55749004521', '4806621887/167247013563', '4827380899/167247013563', '1615922657/55749004521', '695391539/23892430509', '4887254149/167247013563', '4906260308/167247013563']
['4153044399/167269041721', '4170266837/167269041721', '4188046409/167269041721', '4206340795/167269041721', '4225110029/167269041721', '4244314255/167269041721', '4263916947/167269041721', '4283881965/167269041721', '4304176409/167269041721', '4324767585/167269041721', '4345625807/167269041721', '4366721217/167269041721', '4388026679/167269041721', '4409514579/167269041721', '4431159663/167269041721', '4452935855/167269041721', '4474819365/167269041721', '4496784943/167269041721', '4518809533/167269041721', '4540868519/167269041721', '4562938787/167269041721', '4584995633/167269041721', '4607015665/167269041721', '4628973361/167269041721', '4650844329/167269041721', '4672601809/167269041721', '4694219663/167269041721', '4715669157/167269041721', '4736921805/167269041721', '4757946015/167269041721', '4778710075/167269041721', '4799178757/167269041721', '4819316123/167269041721', '4839082327/167269041721', '4858436419/167269041721', '4877333229/167269041721', '4895726777/167269041721']
['2776106821/111526592019', '8361648979/334579776057', '8396078165/334579776057', '8431527059/334579776057', '8467916197/334579776057', '8505168863/334579776057', '8543211805/334579776057', '2860658393/111526592019', '957932509/37175530673', '2887133585/111526592019', '2900646449/111526592019', '8742950587/334579776057', '8784379051/334579776057', '8826171235/334579776057', '985363933/37175530673', '8910641015/334579776057', '8953219099/334579776057', '8995960847/334579776057', '9038818583/334579776057', '3027248257/111526592019', '3041563871/111526592019', '9167611375/334579776057', '9210455719/334579776057', '3084391753/111526592019', '9295719781/334579776057', '3112679125/111526592019', '9380074469/334579776057', '9421775323/334579776057', '1051453523/37175530673', '9503932397/334579776057', '9544262917/334579776057', '3194668309/111526592019', '9623085889/334579776057', '9661428625/334579776057', '9698950999/334579776057', '9735565859/334579776057', '3257060615/111526592019']
['130477377/5228460448', '2095691071/83655367168', '1052007939/41827683584', '528148283/20913841792', '530350771/20913841792', '266303413/10456920896', '2139647429/83655367168', '2149046607/83655367168', '1079304043/41827683584', '2168316585/83655367168', '1089078385/41827683584', '2188114685/83655367168', '1099088093/41827683584', '276041041/10456920896', '2218557867/83655367168', '557213145/20913841792', '2239199867/83655367168', '140599247/5228460448', '2260004525/83655367168', '1135219063/41827683584', '2280876413/83655367168', '2291307871/83655367168', '2301720027/83655367168', '2312100949/83655367168', '1161218863/41827683584', '2332717783/83655367168', '2342927403/83655367168', '2353053083/83655367168', '2363079951/83655367168', '2372993191/83655367168', '2382776421/83655367168', '2392413085/83655367168', '2401884883/83655367168', '2411173149/83655367168', '1210128645/41827683584', '2429116315/83655367168', '1218863767/41827683584']
['8371871983/334660884317', '8403020241/334660884317', '8435242395/334660884317', '8468462083/334660884317', '8502603629/334660884317', '8537593517/334660884317', '8573360981/334660884317', '8609838299/334660884317', '8646960759/334660884317', '8684666517/334660884317', '8722896299/334660884317', '8761593319/334660884317', '8800702829/334660884317', '8840171945/334660884317', '8879949427/334660884317', '8919985117/334660884317', '8960230261/334660884317', '9000636511/334660884317', '9041156095/334660884317', '9081741971/334660884317', '9122346243/334660884317', '9162921551/334660884317', '9203419571/334660884317', '9243791263/334660884317', '9283986583/334660884317', '9323953975/334660884317', '9363640297/334660884317', '9402990317/334660884317', '9441946419/334660884317', '9480448321/334660884317', '9518432509/334660884317', '9555832021/334660884317', '9592576009/334660884317', '9628589403/334660884317', '9663792707/334660884317', '9698102217/334660884317', '9731430733/334660884317']
['4196595919/167350149981', '4211638099/167350149981', '156563357/6198153703', '471475091/18594461109', '473310829/18594461109', '4276738909/167350149981', '4294066123/167350149981', '4311745085/167350149981', '618534941/23907164283', '207049207/7969054761', '623797537/23907164283', '162420887/6198153703', '163124091/6198153703', '4423515289/167350149981', '4442833693/167350149981', '4462279957/167350149981', '1493943509/55783383327', '214355267/7969054761', '1507049015/55783383327', '4540865719/167350149981', '4560593417/167350149981', '1526768603/55783383327', '657139931/23907164283', '4619589365/167350149981', '1546370377/55783383327', '4658518409/167350149981', '4677785491/167350149981', '4696884151/167350149981', '1571928839/55783383327', '4734461939/167350149981', '4752879667/167350149981', '4771005851/167350149981', '4788806243/167350149981', '1602081035/55783383327', '4823278127/167350149981', '691409941/23907164283', '1618658555/55783383327']
['4206804783/167368761782', '2110670712/83684380891', '2118200368/83684380891', '2125973418/83684380891', '2133971921/83684380891', '2142178288/83684380891', '2150575502/83684380891', '4318294367/167368761782', '2167877605/83684380891', '2176751680/83684380891', '4371509835/167368761782', '4389746725/167368761782', '2204093553/83684380891', '2213402445/83684380891', '4445574753/167368761782', '2232235932/83684380891', '4483472053/167368761782', '2251275681/83684380891', '2260842993/83684380891', '2270426331/83684380891', '2280013737/83684380891', '2289593479/83684380891', '2299153536/83684380891', '2308681732/83684380891', '4636331303/167368761782', '2327592521/83684380891', '4673898375/167368761782', '4692444005/167368761782', '2355396774/83684380891', '2364458659/83684380891', '2373392090/83684380891', '4764361399/167368761782', '4781614455/167368761782', '4798506937/167368761782', '4815000535/167368761782', '4831055107/167368761782', '2423314618/83684380891']
['4217013647/167387373583', '4231044749/167387373583', '4245590833/167387373583', '4260617853/167387373583', '4276090223/167387373583', '4291974243/167387373583', '4308235885/167387373583', '4324843649/167387373583', '4341765833/167387373583', '4358973373/167387373583', '4376436911/167387373583', '4394129501/167387373583', '4412023755/167387373583', '4430094491/167387373583', '4448315813/167387373583', '4466663771/167387373583', '4485113579/167387373583', '4503642117/167387373583', '4522224927/167387373583', '4540839605/167387373583', '4559461531/167387373583', '4578068107/167387373583', '4596634627/167387373583', '4615137563/167387373583', '4633551475/167387373583', '4651851675/167387373583', '4670011259/167387373583', '4688003859/167387373583', '4705800579/167387373583', '4723372697/167387373583', '4740688693/167387373583', '4757716947/167387373583', '4774422667/167387373583', '4790770769/167387373583', '4806722943/167387373583', '4822240627/167387373583', '4837282807/167387373583']
['4226778284/167404932277', '4240329014/167404932277', '35160226/1383511837', '4268919729/167404932277', '4283892197/167404932277', '4299271235/167404932277', '4315024165/167404932277', '4331119395/167404932277', '4347526409/167404932277', '4364215873/167404932277', '4381159454/167404932277', '4398329838/167404932277', '401427325/15218630207', '4433246000/167404932277', '4450941114/167404932277', '4468761439/167404932277', '407880273/15218630207', '4504682167/167404932277', '4522735249/167404932277', '4540819275/167404932277', '4558910436/167404932277', '4576985559/167404932277', '4595020720/167404932277', '4612991848/167404932277', '4630874332/167404932277', '4648642925/167404932277', '4666271624/167404932277', '4683733561/167404932277', '4701000775/167404932277', '4718044153/167404932277', '4734833221/167404932277', '4751336061/167404932277', '4767519110/167404932277', '4783347192/167404932277', '436253038/15218630207', '4813789470/167404932277', '4828326111/167404932277']
['4236542921/167422490971', '4249613279/167422490971', '4263183859/167422490971', '4277221605/167422490971', '4291694171/167422490971', '4306568227/167422490971', '4321812445/167422490971', '4337395141/167422490971', '4353286985/167422490971', '4369458373/167422490971', '4385881997/167422490971', '4402530175/167422490971', '4419377395/167422490971', '4436397509/167422490971', '4453566415/167422490971', '4470859107/167422490971', '4488252427/167422490971', '4505722217/167422490971', '4523245571/167422490971', '4540798945/167422490971', '4558359341/167422490971', '4575903011/167422490971', '4593406813/167422490971', '4610846133/167422490971', '4628197189/167422490971', '4645434175/167422490971', '31292161/1123640879', '4679463263/167422490971', '4696200971/167422490971', '4712715609/167422490971', '4728977749/167422490971', '4744955175/167422490971', '4760615553/167422490971', '4775923615/167422490971', '4790843893/167422490971', '4805338313/167422490971', '4819369415/167422490971']
