['0', '4053601603/4058726457684', '6756223533/3382272048070', '60809325913/20293632288420', '40542645191/10146816144210', '25341641462/5073408072105', '121654487839/20293632288420', '11829199734/1691136024035', '16225563937/2029363228842', '3042859493/338227204807', '40579909925/4058726457684', '111620475569/10146816144210', '48719431303/4058726457684', '52793911943/4058726457684', '9478652255/676454409614', '101589533867/6764544096140', '162599049097/10146816144210', '5760825175/338227204807', '73224862159/4058726457684', '38662398959/2029363228842', '20357502976/1014681614421', '9946605941/471944936940', '448287536653/20293632288420', '7815034804/338227204807', '24477466171/1014681614421', '127557721226/5073408072105', '530948447131/20293632288420', '137925929653/5073408072105', '572498443789/20293632288420', '39555627045/1352908819228', '204737809513/6764544096140', '635137380373/20293632288420', '328054087981/10146816144210', '45141852017/1352908819228', '11636636857/338227204807', '143864308939/4058726457684', '185124979153/5073408072105', '126955921489/3382272048070', '783030653603/20293632288420', '804387638159/20293632288420', '825808911029/20293632288420', '847296988067/20293632288420', '434427239887/10146816144210', '890484098723/20293632288420', '228047167148/5073408072105']
['1052049340669/47342226541141', '1052049341131/47342226541141', '1052049341725/47342226541141', '1052049342495/47342226541141', '1052049343475/47342226541141', '1052049344725/47342226541141', '150292763757/6763175220163', '1052049348277/47342226541141', '1052049350731/47342226541141', '1052049353769/47342226541141', '1052049357473/47342226541141', '1052049361961/47342226541141', '1052049367321/47342226541141', '1052049373657/47342226541141', '150292768717/6763175220163', '1052049389473/47342226541141', '1052049399005/47342226541141', '1052049409605/47342226541141', '150292774455/6763175220163', '1052049433653/47342226541141', '1052049446835/47342226541141', '150292780083/6763175220163', '1052049474653/47342226541141', '1052049488853/47342226541141', '1052049502933/47342226541141', '150292788099/6763175220163', '1052049529897/47342226541141', '1052049542389/47342226541141', '1052049553993/47342226541141', '1052049564619/47342226541141', '1052049574175/47342226541141', '1052049582649/47342226541141', '1052049590027/47342226541141', '1052049596375/47342226541141', '150292800249/6763175220163', '150292800891/6763175220163', '1052049609945/47342226541141', '150292801855/6763175220163', '1052049615441/47342226541141', '1052049617421/47342226541141', '1052049618995/47342226541141', '1052049620245/47342226541141', '1052049621225/47342226541141', '1052049621995/47342226541141', '150292803227/6763175220163']
['2104098705809/94684453107105', '701366235541/31561484369035', '701366235893/31561484369035', '2104098709043/94684453107105', '701366236931/31561484369035', '2104098713021/94684453107105', '2104098715843/94684453107105', '2104098719389/94684453107105', '2104098723809/94684453107105', '701366243093/31561484369035', '701366245327/31561484369035', '2104098744103/94684453107105', '2104098753839/94684453107105', '420819753071/18936890621421', '2104098778781/94684453107105', '140273252947/6312296873807', '420819762329/18936890621421', '140273255403/6312296873807', '110742044857/4983392268795', '701366291717/31561484369035', '2104098899369/94684453107105', '56867538503/2559039273165', '701366316829/31561484369035', '140273265105/6312296873807', '140273266831/6312296873807', '2104099027733/94684453107105', '2104099051991/94684453107105', '2104099074901/94684453107105', '2104099096183/94684453107105', '2104099115629/94684453107105', '2104099133111/94684453107105', '701366382857/31561484369035', '420819832405/18936890621421', '701366391187/31561484369035', '701366394437/31561484369035', '2104099191443/94684453107105', '2104099198151/94684453107105', '420819840725/18936890621421', '701366402683/31561484369035', '2104099211597/94684453107105', '2104099214419/94684453107105', '701366405549/31561484369035', '2104099218397/94684453107105', '701366406587/31561484369035', '701366406939/31561484369035']
['263012341285/11835556641491', '263012341373/11835556641491', '526024682977/23671113282982', '263012341637/11835556641491', '526024683659/23671113282982', '263012342074/11835556641491', '263012342386/11835556641491', '263012342778/11835556641491', '47820426049/2151919389362', '526024687755/23671113282982', '263012344627/11835556641491', '47820426461/2151919389362', '526024693259/23671113282982', '526024695849/23671113282982', '47820427171/2151919389362', '263012351183/11835556641491', '263012353160/11835556641491', '263012355360/11835556641491', '526024715549/23671113282982', '47820429159/2151919389362', '526024726267/23671113282982', '526024732015/23671113282982', '526024737917/23671113282982', '526024743861/23671113282982', '263012374883/11835556641491', '23910216160/1075959694681', '526024761047/23671113282982', '23910216648/1075959694681', '526024771095/23671113282982', '526024775505/23671113282982', '263012389734/11835556641491', '526024782961/23671113282982', '526024785999/23671113282982', '526024788593/23671113282982', '263012395392/11835556641491', '526024792603/23671113282982', '526024794103/23671113282982', '263012397660/11835556641491', '263012398152/11835556641491', '263012398544/11835556641491', '263012398856/11835556641491', '526024798201/23671113282982', '263012399293/11835556641491', '526024798883/23671113282982', '263012399557/11835556641491']
['1052049375383/47342226576342', '526024687847/23671113288171', '350683125367/15780742192114', '350683125543/15780742192114', '1052049377311/47342226576342', '36277564765/1632490571598', '1052049379297/47342226576342', '350683126901/15780742192114', '526024691233/23671113288171', '350683128219/15780742192114', '350683129119/15780742192114', '1052049390647/47342226576342', '175341565768/7890371096057', '350683133105/15780742192114', '350683134943/15780742192114', '36277565903/1632490571598', '526024709201/23671113288171', '1052049426455/47342226576342', '350683145097/15780742192114', '36277567063/1632490571598', '175341575824/7890371096057', '175341577583/7890371096057', '175341579388/7890371096057', '175341581208/7890371096057', '1052049498083/47342226576342', '526024754324/23671113288171', '350683172927/15780742192114', '350683176111/15780742192114', '1052049537187/47342226576342', '526024772629/23671113288171', '350683184163/15780742192114', '350683186287/15780742192114', '1052049564385/47342226576342', '1052049569099/47342226576342', '36277571485/1632490571598', '526024788179/23671113288171', '175341596510/7890371096057', '350683193751/15780742192114', '350683194339/15780742192114', '1052049584423/47342226576342', '36277571915/1632490571598', '1052049586409/47342226576342', '350683195697/15780742192114', '350683195873/15780742192114', '526024794013/23671113288171']
['526024692813/23671113293360', '131506173237/5917778323340', '131506173281/5917778323340', '105204938671/4734222658672', '131506173413/5917778323340', '526024694037/23671113293360', '105204938905/4734222658672', '526024695147/23671113293360', '526024695927/23671113293360', '263012348451/11835556646680', '526024698103/23671113293360', '65753087447/2958889161670', '526024701349/23671113293360', '263012351733/11835556646680', '131506176487/5917778323340', '526024708821/23671113293360', '263012356041/11835556646680', '105204943147/4734222658672', '263012359871/11835556646680', '263012362039/11835556646680', '526024728677/23671113293360', '526024733483/23671113293360', '526024738411/23671113293360', '40463441799/1820854868720', '526024748317/23671113293360', '65753094141/2958889161670', '263012378867/11835556646680', '526024762077/23671113293360', '131506191523/5917778323340', '526024769753/23671113293360', '526024773021/23671113293360', '2023172215/91042743436', '263012389193/11835556646680', '263012390253/11835556646680', '526024782281/23671113293360', '105204956751/4734222658672', '526024784957/23671113293360', '9924995961/446624779120', '526024786713/23671113293360', '105204957467/4734222658672', '526024787823/23671113293360', '32876549263/1479444580835', '105204957701/4734222658672', '32876549296/1479444580835', '32876549307/1479444580835']
['350683131397/15780742198462', '1052049394427/47342226595386', '526024697369/23671113297693', '84685615/3810852982', '350683131891/15780742198462', '1052049396355/47342226595386', '350683132409/15780742198462', '526024699168/23671113297693', '350683133245/15780742198462', '175341566914/7890371099231', '1052049403649/47342226595386', '1052049406303/47342226595386', '526024704757/23671113297693', '8553247263/384896151182', '350683139287/15780742198462', '350683141029/15780742198462', '526024714519/23671113297693', '526024717852/23671113297693', '350683147679/15780742198462', '350683150323/15780742198462', '350683153133/15780742198462', '175341578034/7890371099231', '175341579541/7890371099231', '1052049486365/47342226595386', '350683165137/15780742198462', '3472110575/156244972262', '350683170889/15780742198462', '526024760306/23671113297693', '1052049527959/47342226595386', '350683178213/15780742198462', '350683180201/15780742198462', '1052049545839/47342226595386', '526024775179/23671113297693', '526024777099/23671113297693', '175341592902/7890371099231', '526024780034/23671113297693', '1052049562235/47342226595386', '350683187995/15780742198462', '526024782692/23671113297693', '350683188831/15780742198462', '1052049567365/47342226595386', '350683189349/15780742198462', '8553248525/384896151182', '526024784491/23671113297693', '1052049569293/47342226595386']
['263012350689/11835556651013', '526024701479/23671113302026', '263012350807/11835556651013', '263012350895/11835556651013', '526024702021/23671113302026', '263012351159/11835556651013', '263012351351/11835556651013', '526024703189/23671113302026', '263012351904/11835556651013', '263012352291/11835556651013', '263012352773/11835556651013', '526024706727/23671113302026', '526024708165/23671113302026', '526024709883/23671113302026', '526024711913/23671113302026', '263012357133/11835556651013', '263012358478/11835556651013', '526024719969/23671113302026', '526024723295/23671113302026', '526024726891/23671113302026', '263012365361/11835556651013', '526024734721/23671113302026', '526024738835/23671113302026', '263012371489/11835556651013', '263012373547/11835556651013', '526024751097/23671113302026', '526024754933/23671113302026', '526024758535/23671113302026', '526024761867/23671113302026', '263012382443/11835556651013', '263012383791/11835556651013', '526024769939/23671113302026', '263012385986/11835556651013', '263012386846/11835556651013', '526024775131/23671113302026', '526024776313/23671113302026', '263012388639/11835556651013', '263012389026/11835556651013', '526024778671/23671113302026', '263012389579/11835556651013', '263012389771/11835556651013', '526024779839/23671113302026', '263012390035/11835556651013', '263012390123/11835556651013', '526024780381/23671113302026']
['150292772841/6763175230180', '210409882013/9468445322252', '1052049410301/47342226611260', '263012352653/11835556652815', '1052049411019/47342226611260', '1052049411547/47342226611260', '263012353057/11835556652815', '526024706549/23671113305630', '526024707101/23671113305630', '1052049415591/47342226611260', '150292773903/6763175230180', '1052049419451/47342226611260', '263012355511/11835556652815', '1052049425157/47342226611260', '37573193887/1690793807545', '263012358279/11835556652815', '1052049438011/47342226611260', '105204944351/4734222661126', '52602472479/2367111330563', '1052049456159/47342226611260', '210409892633/9468445322252', '1052049470491/47342226611260', '526024739011/23671113305630', '263012371404/11835556652815', '105204949315/4734222661126', '263012375121/11835556652815', '1052049507499/47342226611260', '263012378522/11835556652815', '1052049520169/47342226611260', '1052049525679/47342226611260', '263012382646/11835556652815', '1052049534871/47342226611260', '210409907711/9468445322252', '1052049541671/47342226611260', '75146396019/3381587615090', '526024773199/23671113305630', '1052049548129/47342226611260', '526024774759/23671113305630', '75146396473/3381587615090', '263012387873/11835556652815', '1052049552173/47342226611260', '150292793243/6763175230180', '263012388277/11835556652815', '1052049553419/47342226611260', '210409910731/9468445322252']
['175341569503/7890371103078', '263012354293/11835556654617', '526024708687/23671113309234', '263012354411/11835556654617', '87670784833/3945185551539', '175341569743/7890371103078', '87670784921/3945185551539', '526024709909/23671113309234', '263012355197/11835556654617', '526024711009/23671113309234', '526024711775/23671113309234', '87670785454/3945185551539', '58447190431/2630123701026', '9741198431/438353950171', '526024716923/23671113309234', '87670786475/3945185551539', '175341573685/7890371103078', '526024723541/23671113309234', '526024726285/23671113309234', '263012364634/11835556654617', '175341577481/7890371103078', '87670789295/3945185551539', '58447193243/2630123701026', '263012371319/11835556654617', '263012373028/11835556654617', '175341583129/7890371103078', '263012376283/11835556654617', '526024755553/23671113309234', '263012379151/11835556654617', '175341586931/7890371103078', '263012381501/11835556654617', '263012382466/11835556654617', '58447196287/2630123701026', '526024767979/23671113309234', '526024769135/23671113309234', '526024770085/23671113309234', '526024770851/23671113309234', '263012385733/11835556654617', '526024771951/23671113309234', '29223598463/1315061850513', '58447196959/2630123701026', '87670795477/3945185551539', '263012386519/11835556654617', '526024773173/23671113309234', '263012386637/11835556654617']
['526024711475/23671113312228', '1052049423083/47342226624456', '350683141087/15780742208152', '1052049423497/47342226624456', '131506177976/5917778328057', '350683141405/15780742208152', '350683141581/15780742208152', '526024712711/23671113312228', '1052049426289/47342226624456', '175341571231/7890371104076', '1052049428761/47342226624456', '1052049430465/47342226624456', '350683144183/15780742208152', '1052049435065/47342226624456', '1052049438055/47342226624456', '263012360387/11835556656114', '43835393565/1972592776019', '87670787507/3945185552038', '263012363773/11835556656114', '526024730267/23671113312228', '350683155447/15780742208152', '263012368105/11835556656114', '175341579779/7890371104076', '1052049484985/47342226624456', '350683163747/15780742208152', '1052049497327/47342226624456', '1052049503141/47342226624456', '175341584765/7890371104076', '1052049513607/47342226624456', '263012379535/11835556656114', '350683174053/15780742208152', '350683175219/15780742208152', '526024764325/23671113312228', '43835397132/1972592776019', '526024766627/23671113312228', '1052049534959/47342226624456', '175341589389/7890371104076', '1052049537431/47342226624456', '526024769149/23671113312228', '350683179659/15780742208152', '350683179835/15780742208152', '131506192489/5917778328057', '1052049540223/47342226624456', '350683180153/15780742208152', '1052049540637/47342226624456']
