['0', '15796439/8471001506', '31595477/8471001506', '4309069/770091046', '63211897/8471001506', '79034519/8471001506', '94870319/8471001506', '110721967/8471001506', '126592175/8471001506', '142483719/8471001506', '158399389/8471001506', '174342015/8471001506', '190314585/8471001506', '206319875/8471001506', '222361171/8471001506', '238441403/8471001506', '254563869/8471001506', '270731817/8471001506', '286948697/8471001506', '303218013/8471001506', '319543421/8471001506', '335928741/8471001506', '352377931/8471001506', '368895137/8471001506', '385484709/8471001506', '36559201/770091046', '418899449/8471001506', '435734543/8471001506', '452661897/8471001506', '469687265/8471001506', '486816863/8471001506', '504057337/8471001506', '521415897/8471001506']
['150262401/4958905354', '300524935/9917810708', '300525113/9917810708', '300525349/9917810708', '300525657/9917810708', '300526055/9917810708', '75131640/2479452677', '75131798/2479452677', '150263983/4958905354', '150264447/4958905354', '300529981/9917810708', '300531225/9917810708', '300532617/9917810708', '23118011/762908516', '300535779/9917810708', '75134374/2479452677', '150269635/4958905354', '23118543/762908516', '300542835/9917810708', '300544559/9917810708', '150273101/4958905354', '300547735/9917810708', '75137284/2479452677', '300550389/9917810708', '300551483/9917810708', '75138104/2479452677', '300553193/9917810708', '300553827/9917810708', '150277167/4958905354', '300554733/9917810708', '300555041/9917810708', '300555277/9917810708', '300555455/9917810708']
['150263219/4958906200', '6010531/198356248', '18782919/619863275', '150263453/4958906200', '150263587/4958906200', '3756594/123972655', '75131991/2479453100', '150264259/4958906200', '150264603/4958906200', '75132507/2479453100', '1502655/49589062', '18783257/619863275', '1747287/57661700', '150267367/4958906200', '75134053/2479453100', '150268879/4958906200', '150269681/4958906200', '18783811/619863275', '150271291/4958906200', '150272067/4958906200', '150272809/4958906200', '150273497/4958906200', '150274127/4958906200', '150274687/4958906200', '18784397/619863275', '150275589/4958906200', '75137967/2479453100', '37569053/1239726550', '30055287/991781240', '18784576/619863275', '75138371/2479453100', '150276843/4958906200', '3756923/123972655']
['300527783/9917813787', '300527881/9917813787', '300528014/9917813787', '100176064/3305937929', '300528427/9917813787', '300528733/9917813787', '300529126/9917813787', '2525459/83342973', '300530234/9917813787', '300530974/9917813787', '17678344/583400811', '100177618/3305937929', '300533986/9917813787', '17678543/583400811', '100178857/3305937929', '300537980/9917813787', '300539437/9917813787', '9694868/319929477', '100180789/3305937929', '300543781/9917813787', '6133574/202404363', '300546377/9917813787', '300547516/9917813787', '100182843/3305937929', '100183136/3305937929', '300550151/9917813787', '9695186/319929477', '300551263/9917813787', '42935951/1416830541', '300551963/9917813787', '100184066/3305937929', '300552376/9917813787', '300552509/9917813787']
['150264564/4958907587', '150264606/4958907587', '150264662/4958907587', '150264739/4958907587', '150264840/4958907587', '150264973/4958907587', '150265144/4958907587', '150265362/4958907587', '2463371/81293567', '150265960/4958907587', '150266348/4958907587', '150266798/4958907587', '150267304/4958907587', '150267864/4958907587', '150268465/4958907587', '150269101/4958907587', '150269756/4958907587', '150270420/4958907587', '150271076/4958907587', '150271714/4958907587', '150272317/4958907587', '150272880/4958907587', '150273389/4958907587', '150273842/4958907587', '2463512/81293567', '150274562/4958907587', '150274832/4958907587', '150275051/4958907587', '150275222/4958907587', '150275355/4958907587', '150275456/4958907587', '150275533/4958907587', '150275589/4958907587']
['150265117/4958908155', '150265153/4958908155', '150265202/4958908155', '300530537/9917816310', '20035381/661187754', '150265474/4958908155', '300531251/9917816310', '300531637/9917816310', '150266059/4958908155', '60106541/1983563262', '150266702/4958908155', '100178071/3305938770', '300535129/9917816310', '300536141/9917816310', '300537233/9917816310', '60107677/1983563262', '150269788/4958908155', '300540781/9917816310', '50090329/1652969385', '30054313/991781631', '60108845/1983563262', '150272621/4958908155', '150273082/4958908155', '50091163/1652969385', '10018256/330593877', '300548269/9917816310', '150274376/4958908155', '300549139/9917816310', '150274721/4958908155', '20036645/661187754', '300549853/9917816310', '150274993/4958908155', '150275042/4958908155']
['150265670/4958908723', '150265700/4958908723', '150265742/4958908723', '150265798/4958908723', '150265875/4958908723', '150265975/4958908723', '150266107/4958908723', '150266275/4958908723', '150266487/4958908723', '150266745/4958908723', '150267056/4958908723', '150267415/4958908723', '150267825/4958908723', '150268277/4958908723', '150268768/4958908723', '150269284/4958908723', '150269820/4958908723', '150270361/4958908723', '150270898/4958908723', '150271416/4958908723', '150271908/4958908723', '150272362/4958908723', '150272775/4958908723', '150273136/4958908723', '150273448/4958908723', '150273707/4958908723', '150273920/4958908723', '150274088/4958908723', '150274220/4958908723', '150274320/4958908723', '150274397/4958908723', '150274453/4958908723', '150274495/4958908723']
['300532241/9917818369', '300532293/9917818369', '300532365/9917818369', '300532463/9917818369', '300532596/9917818369', '300532773/9917818369', '300533004/9917818369', '300533302/9917818369', '300533678/9917818369', '300534140/9917818369', '300534695/9917818369', '300535343/9917818369', '300536080/9917818369', '300536898/9917818369', '300537785/9917818369', '300538722/9917818369', '300539691/9917818369', '300540675/9917818369', '300541646/9917818369', '300542586/9917818369', '300543475/9917818369', '300544297/9917818369', '300545039/9917818369', '300545690/9917818369', '300546247/9917818369', '300546711/9917818369', '300547088/9917818369', '300547386/9917818369', '300547617/9917818369', '7330434/241898009', '300547927/9917818369', '300548025/9917818369', '300548097/9917818369']
['50088857/1652969882', '150266593/4958909646', '150266623/4958909646', '150266665/4958909646', '50088907/1652969882', '75133399/2479454823', '150266897/4958909646', '50089009/1652969882', '150267191/4958909646', '150267395/4958909646', '50089213/1652969882', '75133964/2479454823', '150268255/4958909646', '150268621/4958909646', '150269017/4958909646', '75134719/2479454823', '50089957/1652969882', '75135157/2479454823', '75135374/2479454823', '25045195/826484941', '150271567/4958909646', '50090645/1652969882', '75136132/2479454823', '75136277/2479454823', '50090933/1652969882', '75136502/2479454823', '25045528/826484941', '75136649/2479454823', '150273397/4958909646', '25045579/826484941', '75136765/2479454823', '75136786/2479454823', '75136801/2479454823']
['100177959/3305940014', '150266957/4958910021', '150266983/4958910021', '150267019/4958910021', '150267068/4958910021', '300534269/9917820042', '50089074/1652970007', '50089112/1652970007', '100178321/3305940014', '300535325/9917820042', '150267881/4958910021', '150268139/4958910021', '50089478/1652970007', '150268763/4958910021', '50089707/1652970007', '150269501/4958910021', '100179929/3305940014', '150270293/4958910021', '300541373/9917820042', '150271067/4958910021', '150271426/4958910021', '150271757/4958910021', '100181369/3305940014', '300544625/9917820042', '50090844/1652970007', '7706293/254303078', '50090953/1652970007', '50090991/1652970007', '300546121/9917820042', '150273127/4958910021', '150273176/4958910021', '150273212/4958910021', '150273238/4958910021']
['25044551/826485066', '16696369/550990044', '150267343/4958910396', '150267373/4958910396', '150267415/4958910396', '50089157/1652970132', '150267547/4958910396', '1517855/50090004', '37566943/1239727599', '25044655/826485066', '150268123/4958910396', '25044725/826485066', '13660783/450810036', '5565515/183663348', '150269225/4958910396', '37567391/1239727599', '12522493/413242533', '37567568/1239727599', '150270625/4958910396', '37567741/1239727599', '118045/3895452', '150271579/4958910396', '150271843/4958910396', '150272071/4958910396', '4553705/150270012', '150272423/4958910396', '2782825/91831674', '37568162/1239727599', '12522727/413242533', '37568195/1239727599', '75136411/2479455198', '37568213/1239727599', '2782831/91831674']
['300535204/9917821395', '20035682/661188093', '4485601/148027185', '300535319/9917821395', '300535391/9917821395', '300535489/9917821395', '300535621/9917821395', '33392866/1101980155', '300536017/9917821395', '33392922/1101980155', '300536641/9917821395', '100179016/3305940465', '300537518/9917821395', '60107609/1983564279', '6678636/220396031', '300539233/9917821395', '300539867/9917821395', '300540511/9917821395', '300541147/9917821395', '60108352/1983564279', '33393593/1101980155', '300542867/9917821395', '100181113/3305940465', '300543748/9917821395', '33393788/1101980155', '300544373/9917821395', '33393844/1101980155', '300544769/9917821395', '300544901/9917821395', '300544999/9917821395', '300545071/9917821395', '300545123/9917821395', '20036344/661188093']
['150267898/4958910999', '50089303/1652970333', '16696436/550990111', '150267946/4958910999', '150267976/4958910999', '150268018/4958910999', '50089358/1652970333', '16696461/550990111', '50089415/1652970333', '50089456/1652970333', '16696502/550990111', '16696522/550990111', '16696545/550990111', '21467020/708415857', '150269395/4958910999', '150269669/4958910999', '150269951/4958910999', '21467177/708415857', '50090174/1652970333', '150270796/4958910999', '150271052/4958910999', '150271288/4958910999', '150271496/4958910999', '16696853/550990111', '50090609/1652970333', '50090650/1652970333', '16696894/550990111', '50090707/1652970333', '150272177/4958910999', '150272219/4958910999', '150272249/4958910999', '16696919/550990111', '50090762/1652970333']
['601072549/19835644967', '601072585/19835644967', '601072637/19835644967', '601072711/19835644967', '601072815/19835644967', '601072959/19835644967', '601073155/19835644967', '601073415/19835644967', '601073755/19835644967', '601074187/19835644967', '601074721/19835644967', '601075361/19835644967', '601076103/19835644967', '601076943/19835644967', '601077863/19835644967', '601078845/19835644967', '601079865/19835644967', '601080899/19835644967', '601081921/19835644967', '601082903/19835644967', '601083827/19835644967', '601084671/19835644967', '601085417/19835644967', '601086059/19835644967', '601086593/19835644967', '601087025/19835644967', '601087365/19835644967', '601087625/19835644967', '601087821/19835644967', '601087965/19835644967', '601088069/19835644967', '601088143/19835644967', '601088195/19835644967']
['300536753/9917822969', '300536767/9917822969', '300536789/9917822969', '300536819/9917822969', '300536863/9917822969', '300536923/9917822969', '300537007/9917822969', '300537117/9917822969', '300537265/9917822969', '300537451/9917822969', '300537685/9917822969', '300537965/9917822969', '300538293/9917822969', '300538663/9917822969', '300539073/9917822969', '300539507/9917822969', '300539963/9917822969', '300540421/9917822969', '300540877/9917822969', '300541311/9917822969', '300541723/9917822969', '300542095/9917822969', '300542425/9917822969', '300542705/9917822969', '300542939/9917822969', '300543125/9917822969', '300543273/9917822969', '300543383/9917822969', '300543467/9917822969', '300543527/9917822969', '300543571/9917822969', '300543601/9917822969', '300543623/9917822969']
['601074269/19835646711', '601074293/19835646711', '601074329/19835646711', '200358127/6611882237', '601074455/19835646711', '601074559/19835646711', '601074703/19835646711', '200358299/6611882237', '601075153/19835646711', '601075483/19835646711', '601075895/19835646711', '601076393/19835646711', '601076977/19835646711', '601077641/19835646711', '601078373/19835646711', '601079155/19835646711', '200359991/6611882237', '601080797/19835646711', '601081615/19835646711', '200360799/6611882237', '601083133/19835646711', '200361267/6611882237', '601084387/19835646711', '601084885/19835646711', '601085297/19835646711', '601085627/19835646711', '200361961/6611882237', '601086077/19835646711', '601086221/19835646711', '601086325/19835646711', '200362133/6611882237', '601086451/19835646711', '601086487/19835646711']
['150268758/4958911871', '150268763/4958911871', '150268770/4958911871', '150268781/4958911871', '150268796/4958911871', '150268818/4958911871', '150268848/4958911871', '150268890/4958911871', '150268944/4958911871', '150269016/4958911871', '150269105/4958911871', '150269214/4958911871', '150269342/4958911871', '150269489/4958911871', '150269650/4958911871', '150269824/4958911871', '150270005/4958911871', '150270188/4958911871', '150270369/4958911871', '150270543/4958911871', '150270705/4958911871', '150270853/4958911871', '150270981/4958911871', '150271090/4958911871', '150271179/4958911871', '150271251/4958911871', '150271305/4958911871', '150271347/4958911871', '150271377/4958911871', '150271399/4958911871', '150271414/4958911871', '150271425/4958911871', '150271432/4958911871']
['300537821/9917824050', '300537829/9917824050', '300537841/9917824050', '300537859/9917824050', '20035859/661188270', '150268961/4958912025', '150268987/4958912025', '150269023/4958912025', '300538141/9917824050', '50089711/1652970675', '150269212/4958912025', '150269308/4958912025', '150269422/4958912025', '60107821/1983564810', '16696633/550990225', '150269852/4958912025', '10018001/330594135', '33393373/1101980450', '150270341/4958912025', '100180331/3305941350', '16696738/550990225', '150270773/4958912025', '150270887/4958912025', '150270983/4958912025', '50090354/1652970675', '300542249/9917824050', '150271172/4958912025', '150271208/4958912025', '150271234/4958912025', '20036167/661188270', '300542531/9917824050', '300542549/9917824050', '300542561/9917824050']
['150269063/4958912179', '150269066/4958912179', '150269071/4958912179', '150269078/4958912179', '150269089/4958912179', '150269104/4958912179', '150269126/4958912179', '150269156/4958912179', '11559169/381454783', '150269250/4958912179', '150269319/4958912179', '150269402/4958912179', '150269502/4958912179', '150269616/4958912179', '150269744/4958912179', '150269880/4958912179', '150270025/4958912179', '150270169/4958912179', '150270313/4958912179', '150270450/4958912179', '150270579/4958912179', '150270693/4958912179', '150270793/4958912179', '150270876/4958912179', '150270945/4958912179', '150270998/4958912179', '150271039/4958912179', '11559313/381454783', '150271091/4958912179', '150271106/4958912179', '150271117/4958912179', '150271124/4958912179', '150271129/4958912179']
['150269183/4958912300', '300538371/9917824600', '300538379/9917824600', '300538391/9917824600', '300538409/9917824600', '60107687/1983564920', '37567309/1239728075', '75134631/2479456150', '60107719/1983564920', '37567336/1239728075', '37567351/1239728075', '75134739/2479456150', '75134783/2479456150', '60107867/1983564920', '300539563/9917824600', '300539807/9917824600', '37567508/1239728075', '75135081/2479456150', '15027029/495891230', '150270413/4958912300', '60108211/1983564920', '150270629/4958912300', '150270717/4958912300', '150270791/4958912300', '150270851/4958912300', '60108359/1983564920', '150270933/4958912300', '150270959/4958912300', '60108391/1983564920', '300541981/9917824600', '300541999/9917824600', '300542011/9917824600', '300542019/9917824600']
['150269303/4958912421', '150269305/4958912421', '150269308/4958912421', '50089771/1652970807', '150269320/4958912421', '50089777/1652970807', '16696594/550990269', '150269368/4958912421', '150269398/4958912421', '150269438/4958912421', '150269489/4958912421', '150269554/4958912421', '150269630/4958912421', '150269719/4958912421', '150269819/4958912421', '150269927/4958912421', '5565557/183663423', '150270155/4958912421', '50090089/1652970807', '150270376/4958912421', '150270476/4958912421', '150270565/4958912421', '150270641/4958912421', '150270706/4958912421', '150270757/4958912421', '150270797/4958912421', '150270827/4958912421', '5565587/183663423', '50090288/1652970807', '150270875/4958912421', '50090294/1652970807', '150270887/4958912421', '150270890/4958912421']
['300538796/9917825033', '300538799/9917825033', '300538804/9917825033', '300538812/9917825033', '300538824/9917825033', '300538842/9917825033', '300538868/9917825033', '300538905/9917825033', '300538957/9917825033', '300539026/9917825033', '300539116/9917825033', '300539229/9917825033', '300539364/9917825033', '300539521/9917825033', '300539699/9917825033', '300539891/9917825033', '300540091/9917825033', '300540297/9917825033', '300540498/9917825033', '300540691/9917825033', '300540869/9917825033', '300541026/9917825033', '300541161/9917825033', '300541274/9917825033', '300541364/9917825033', '300541433/9917825033', '300541485/9917825033', '300541522/9917825033', '300541548/9917825033', '300541566/9917825033', '300541578/9917825033', '300541586/9917825033', '300541591/9917825033']
['150269493/4958912612', '75134747/2479456306', '37567374/1239728153', '150269499/4958912612', '37567376/1239728153', '150269511/4958912612', '75134761/2479456306', '150269537/4958912612', '150269559/4958912612', '37567397/1239728153', '150269627/4958912612', '150269675/4958912612', '75134867/2479456306', '75134901/2479456306', '37567470/1239728153', '37567491/1239728153', '37567513/1239728153', '75135071/2479456306', '150270231/4958912612', '150270315/4958912612', '150270393/4958912612', '150270461/4958912612', '37567630/1239728153', '37567642/1239728153', '150270607/4958912612', '37567659/1239728153', '75135329/2479456306', '150270673/4958912612', '37567671/1239728153', '150270691/4958912612', '37567674/1239728153', '150270699/4958912612', '150270701/4958912612']
['300539133/9917825372', '23118395/762909644', '150269569/4958912686', '300539143/9917825372', '300539151/9917825372', '300539163/9917825372', '300539181/9917825372', '300539207/9917825372', '75134811/2479456343', '42934185/1416832196', '150269681/4958912686', '23118419/762909644', '150269775/4958912686', '300539671/9917825372', '75134952/2479456343', '150269979/4958912686', '21467151/708416098', '42934325/1416832196', '75135108/2479456343', '150270291/4958912686', '300540719/9917825372', '75135210/2479456343', '300540943/9917825372', '75135257/2479456343', '300541095/9917825372', '150270573/4958912686', '300541183/9917825372', '300541209/9917825372', '42934461/1416832196', '300541239/9917825372', '300541247/9917825372', '75135313/2479456343', '42934465/1416832196']
['1252247/41324273', '150269641/4958912760', '75134821/2479456380', '37567411/1239728190', '150269647/4958912760', '12522471/413242730', '150269659/4958912760', '5008989/165297092', '10017979/330594184', '150269707/4958912760', '30053947/991782552', '12522481/413242730', '18783727/619864095', '150269869/4958912760', '6261247/206621365', '25044999/826485460', '75135031/2479456380', '150270133/4958912760', '50090067/1652970920', '50090089/1652970920', '75135163/2479456380', '150270379/4958912760', '50090141/1652970920', '7513523/247945638', '18783811/619864095', '5009017/165297092', '10018035/330594184', '18783817/619864095', '50090181/1652970920', '37567637/1239728190', '150270551/4958912760', '150270553/4958912760', '75135277/2479456380']
['200359597/6611883757', '601078793/19835651271', '200359599/6611883757', '200359601/6611883757', '601078813/19835651271', '601078829/19835651271', '601078853/19835651271', '601078889/19835651271', '200359647/6611883757', '601079015/19835651271', '601079113/19835651271', '200359747/6611883757', '200359799/6611883757', '601079581/19835651271', '601079791/19835651271', '601080023/19835651271', '601080265/19835651271', '601080515/19835651271', '601080757/19835651271', '601080989/19835651271', '601081199/19835651271', '200360461/6611883757', '5415149/178699561', '601081667/19835651271', '601081765/19835651271', '200360613/6611883757', '601081891/19835651271', '601081927/19835651271', '601081951/19835651271', '601081967/19835651271', '200360659/6611883757', '88773/2929501', '601081987/19835651271']
['1757541/57998981', '1757541/57998981', '300539513/9917825751', '300539515/9917825751', '300539519/9917825751', '300539525/9917825751', '100179845/3305941917', '15817871/521990829', '100179857/3305941917', '33393289/1101980639', '100179881/3305941917', '100179899/3305941917', '300539765/9917825751', '300539843/9917825751', '300539935/9917825751', '300540035/9917825751', '33393349/1101980639', '33393361/1101980639', '300540355/9917825751', '300540455/9917825751', '300540547/9917825751', '300540625/9917825751', '100180231/3305941917', '100180249/3305941917', '33393421/1101980639', '100180273/3305941917', '15817939/521990829', '100180285/3305941917', '300540865/9917825751', '300540871/9917825751', '300540875/9917825751', '300540877/9917825751', '1757549/57998981']
['300539599/9917825839', '300539599/9917825839', '300539600/9917825839', '300539602/9917825839', '300539605/9917825839', '300539610/9917825839', '300539618/9917825839', '300539630/9917825839', '300539648/9917825839', '300539674/9917825839', '300539710/9917825839', '300539757/9917825839', '300539816/9917825839', '300539885/9917825839', '300539965/9917825839', '300540054/9917825839', '300540147/9917825839', '300540243/9917825839', '300540336/9917825839', '300540425/9917825839', '300540505/9917825839', '300540574/9917825839', '300540633/9917825839', '300540680/9917825839', '300540716/9917825839', '300540742/9917825839', '300540760/9917825839', '300540772/9917825839', '300540780/9917825839', '300540785/9917825839', '8122724/268049347', '300540790/9917825839', '300540791/9917825839']
['300539687/9917825927', '300539687/9917825927', '300539687/9917825927', '300539689/9917825927', '300539691/9917825927', '300539695/9917825927', '300539701/9917825927', '300539711/9917825927', '300539725/9917825927', '300539747/9917825927', '300539777/9917825927', '300539817/9917825927', '300539867/9917825927', '300539927/9917825927', '300539995/9917825927', '300540073/9917825927', '300540153/9917825927', '300540237/9917825927', '300540317/9917825927', '300540395/9917825927', '300540463/9917825927', '300540523/9917825927', '300540573/9917825927', '300540613/9917825927', '300540643/9917825927', '300540665/9917825927', '300540679/9917825927', '300540689/9917825927', '300540695/9917825927', '300540699/9917825927', '300540701/9917825927', '300540703/9917825927', '300540703/9917825927']
['601079509/19835651989', '601079509/19835651989', '601079509/19835651989', '601079511/19835651989', '601079515/19835651989', '601079521/19835651989', '601079531/19835651989', '601079547/19835651989', '601079571/19835651989', '601079607/19835651989', '601079659/19835651989', '601079727/19835651989', '601079815/19835651989', '601079919/19835651989', '601080039/19835651989', '601080175/19835651989', '601080317/19835651989', '601080463/19835651989', '601080605/19835651989', '601080741/19835651989', '601080861/19835651989', '601080965/19835651989', '601081053/19835651989', '601081121/19835651989', '601081173/19835651989', '601081209/19835651989', '601081233/19835651989', '601081249/19835651989', '601081259/19835651989', '601081265/19835651989', '601081269/19835651989', '601081271/19835651989', '601081271/19835651989']
['150269911/4958913031', '150269911/4958913031', '150269911/4958913031', '150269911/4958913031', '150269912/4958913031', '150269913/4958913031', '150269915/4958913031', '150269918/4958913031', '150269923/4958913031', '150269930/4958913031', '150269941/4958913031', '150269955/4958913031', '150269974/4958913031', '150269996/4958913031', '150270022/4958913031', '150270051/4958913031', '150270082/4958913031', '150270113/4958913031', '150270144/4958913031', '150270173/4958913031', '150270199/4958913031', '150270221/4958913031', '150270240/4958913031', '150270254/4958913031', '150270265/4958913031', '150270272/4958913031', '150270277/4958913031', '150270280/4958913031', '150270282/4958913031', '150270283/4958913031', '150270284/4958913031', '150270284/4958913031', '150270284/4958913031']
['40071983/1322376815', '40071983/1322376815', '40071983/1322376815', '40071983/1322376815', '601079747/19835652225', '200359917/6611884075', '200359919/6611884075', '601079767/19835652225', '601079783/19835652225', '601079807/19835652225', '601079843/19835652225', '601079893/19835652225', '601079957/19835652225', '120216007/3967130445', '24043205/793426089', '601080227/19835652225', '120216067/3967130445', '120216089/3967130445', '601080553/19835652225', '120216131/3967130445', '120216149/3967130445', '601080823/19835652225', '601080887/19835652225', '601080937/19835652225', '601080973/19835652225', '601080997/19835652225', '601081013/19835652225', '200360341/6611884075', '200360343/6611884075', '601081033/19835652225', '40072069/1322376815', '40072069/1322376815', '40072069/1322376815']
['17678819/583401539', '17678819/583401539', '17678819/583401539', '17678819/583401539', '17678819/583401539', '42934275/1416832309', '300539927/9917826163', '300539931/9917826163', '300539937/9917826163', '300539947/9917826163', '300539961/9917826163', '300539983/9917826163', '42934287/1416832309', '300540043/9917826163', '300540081/9917826163', '300540125/9917826163', '300540171/9917826163', '42934317/1416832309', '300540265/9917826163', '300540309/9917826163', '300540347/9917826163', '300540381/9917826163', '300540407/9917826163', '42934347/1416832309', '42934349/1416832309', '300540453/9917826163', '300540459/9917826163', '300540463/9917826163', '300540465/9917826163', '17678851/583401539', '17678851/583401539', '17678851/583401539', '17678851/583401539']
['601079923/19835652403', '601079923/19835652403', '601079923/19835652403', '601079923/19835652403', '601079923/19835652403', '601079925/19835652403', '601079929/19835652403', '601079935/19835652403', '601079945/19835652403', '601079961/19835652403', '601079985/19835652403', '601080021/19835652403', '85868581/2833664629', '601080125/19835652403', '601080191/19835652403', '601080267/19835652403', '601080349/19835652403', '85868633/2833664629', '601080513/19835652403', '601080589/19835652403', '85868665/2833664629', '601080713/19835652403', '601080759/19835652403', '85868685/2833664629', '601080819/19835652403', '601080835/19835652403', '601080845/19835652403', '85868693/2833664629', '601080855/19835652403', '601080857/19835652403', '601080857/19835652403', '601080857/19835652403', '601080857/19835652403']
['626125/20662138', '626125/20662138', '626125/20662138', '626125/20662138', '626125/20662138', '626125/20662138', '21467143/708416160', '75135001/2479456560', '37567501/1239728280', '150270007/4958913120', '12522501/413242760', '150270019/4958913120', '21467147/708416160', '150270041/4958913120', '30054011/991782624', '21467153/708416160', '150270089/4958913120', '10733579/354208080', '37567531/1239728280', '7513507/247945656', '75135077/2479456560', '75135083/2479456560', '670849/22138005', '7155723/236138720', '37567547/1239728280', '150270191/4958913120', '150270193/4958913120', '75135097/2479456560', '10018013/330594208', '10018013/330594208', '10018013/330594208', '10018013/330594208', '10018013/330594208']
['75135007/2479456567', '75135007/2479456567', '75135007/2479456567', '75135007/2479456567', '75135007/2479456567', '75135007/2479456567', '300540029/9917826268', '300540031/9917826268', '150270017/4958913134', '300540039/9917826268', '300540047/9917826268', '300540059/9917826268', '75135019/2479456567', '300540097/9917826268', '42934303/1416832324', '42934307/1416832324', '75135045/2479456567', '150270105/4958913134', '300540241/9917826268', '300540269/9917826268', '300540293/9917826268', '150270157/4958913134', '42934333/1416832324', '300540343/9917826268', '300540351/9917826268', '75135089/2479456567', '42934337/1416832324', '300540361/9917826268', '150270181/4958913134', '150270181/4958913134', '150270181/4958913134', '150270181/4958913134', '150270181/4958913134']
['37567507/1239728287', '37567507/1239728287', '37567507/1239728287', '37567507/1239728287', '37567507/1239728287', '37567507/1239728287', '37567507/1239728287', '21467147/708416164', '75135015/2479456574', '37567508/1239728287', '150270035/4958913148', '37567510/1239728287', '150270047/4958913148', '37567514/1239728287', '75135033/2479456574', '10733577/354208082', '150270091/4958913148', '37567526/1239728287', '150270117/4958913148', '150270129/4958913148', '150270139/4958913148', '5366791/177104041', '21467165/708416164', '37567540/1239728287', '150270163/4958913148', '150270165/4958913148', '75135083/2479456574', '150270167/4958913148', '150270167/4958913148', '150270167/4958913148', '150270167/4958913148', '150270167/4958913148', '150270167/4958913148']
['300540077/9917826317', '300540077/9917826317', '300540077/9917826317', '300540077/9917826317', '300540077/9917826317', '300540077/9917826317', '300540077/9917826317', '300540078/9917826317', '300540080/9917826317', '300540083/9917826317', '300540088/9917826317', '300540096/9917826317', '300540108/9917826317', '300540123/9917826317', '300540141/9917826317', '300540161/9917826317', '42934312/1416832331', '300540206/9917826317', '300540229/9917826317', '300540249/9917826317', '300540267/9917826317', '42934326/1416832331', '300540294/9917826317', '300540302/9917826317', '300540307/9917826317', '42934330/1416832331', '300540312/9917826317', '300540313/9917826317', '300540313/9917826317', '300540313/9917826317', '300540313/9917826317', '300540313/9917826317', '300540313/9917826317']
['150270049/4958913169', '150270049/4958913169', '150270049/4958913169', '150270049/4958913169', '150270049/4958913169', '150270049/4958913169', '150270049/4958913169', '150270049/4958913169', '21467150/708416167', '150270051/4958913169', '150270053/4958913169', '150270056/4958913169', '150270061/4958913169', '150270067/4958913169', '150270075/4958913169', '150270083/4958913169', '150270093/4958913169', '150270102/4958913169', '150270112/4958913169', '21467160/708416167', '150270128/4958913169', '21467162/708416167', '150270139/4958913169', '150270142/4958913169', '150270144/4958913169', '150270145/4958913169', '150270146/4958913169', '150270146/4958913169', '150270146/4958913169', '150270146/4958913169', '150270146/4958913169', '150270146/4958913169', '150270146/4958913169']
['300540113/9917826353', '300540113/9917826353', '300540113/9917826353', '300540113/9917826353', '300540113/9917826353', '300540113/9917826353', '300540113/9917826353', '300540113/9917826353', '300540114/9917826353', '300540116/9917826353', '300540119/9917826353', '300540124/9917826353', '300540132/9917826353', '300540143/9917826353', '300540156/9917826353', '300540170/9917826353', '300540187/9917826353', '300540203/9917826353', '300540220/9917826353', '300540234/9917826353', '300540247/9917826353', '300540258/9917826353', '300540266/9917826353', '300540271/9917826353', '300540274/9917826353', '300540276/9917826353', '300540277/9917826353', '300540277/9917826353', '300540277/9917826353', '300540277/9917826353', '300540277/9917826353', '300540277/9917826353', '300540277/9917826353']
['9391879/309932074', '9391879/309932074', '9391879/309932074', '9391879/309932074', '9391879/309932074', '9391879/309932074', '9391879/309932074', '9391879/309932074', '9391879/309932074', '150270065/4958913184', '75135033/2479456592', '37567517/1239728296', '150270071/4958913184', '37567519/1239728296', '150270081/4958913184', '150270087/4958913184', '75135047/2479456592', '150270101/4958913184', '37567527/1239728296', '75135057/2479456592', '150270119/4958913184', '37567531/1239728296', '150270127/4958913184', '150270129/4958913184', '75135065/2479456592', '150270131/4958913184', '150270131/4958913184', '150270131/4958913184', '150270131/4958913184', '150270131/4958913184', '150270131/4958913184', '150270131/4958913184', '150270131/4958913184']
['300540139/9917826379', '300540139/9917826379', '300540139/9917826379', '300540139/9917826379', '300540139/9917826379', '300540139/9917826379', '300540139/9917826379', '300540139/9917826379', '300540139/9917826379', '300540140/9917826379', '300540142/9917826379', '300540145/9917826379', '300540150/9917826379', '300540158/9917826379', '300540167/9917826379', '300540177/9917826379', '300540189/9917826379', '300540201/9917826379', '300540213/9917826379', '300540223/9917826379', '300540232/9917826379', '300540240/9917826379', '300540245/9917826379', '300540248/9917826379', '300540250/9917826379', '300540251/9917826379', '300540251/9917826379', '300540251/9917826379', '300540251/9917826379', '300540251/9917826379', '300540251/9917826379', '300540251/9917826379', '300540251/9917826379']
