['0', '98229185/73746850529', '392936473/147493701058', '589454003/147493701058', '786030763/147493701058', '491343311/73746850529', '1179441487/147493701058', '125119585/13408518278', '143029881/13408518278', '1770501583/147493701058', '1967854693/147493701058', '1082704410/73746850529', '2363184949/147493701058', '1280602200/73746850529', '2759488819/147493701058', '134457274/6704259139', '3156940495/147493701058', '1678076409/73746850529', '1777860094/73746850529', '3755666223/147493701058', '3956015105/147493701058', '4156791503/147493701058', '4358020761/147493701058', '4559728885/147493701058', '2380971269/73746850529', '4964689217/147493701058', '2583998633/73746850529', '5371895863/147493701058', '506946841/13408518278', '5781586741/147493701058', '2993721374/73746850529', '3097008509/73746850529', '290970213/6704259139', '3304731172/73746850529', '6818408309/147493701058', '3514111368/73746850529', '7238947741/147493701058', '7450627755/147493701058', '696664521/13408518278']
['5286537989/334647499534', '5458142217/334647499534', '11259725735/669294999068', '5801699659/334647499534', '11947308555/669294999068', '12291458647/669294999068', '3158963907/167323749767', '3245126524/167323749767', '3331354260/167323749767', '3417648905/167323749767', '3504012297/167323749767', '14361785319/669294999068', '37906731/1724987111', '3763533973/167323749767', '15400765945/669294999068', '15747709873/669294999068', '16094975559/669294999068', '16442571407/669294999068', '4197626370/167323749767', '17138786301/669294999068', '4371855565/167323749767', '17836421993/669294999068', '18185794117/669294999068', '18535547505/669294999068', '18885691015/669294999068', '19236233663/669294999068', '19587184599/669294999068', '19938553089/669294999068', '20290348471/669294999068', '20642580279/669294999068', '20995258099/669294999068', '21348391647/669294999068', '55932966/1724987111', '11028032757/334647499534', '11205312877/334647499534', '11382840825/334647499534', '23121243183/669294999068', '23477320161/669294999068', '11916960809/334647499534']
['10711749425/669934422943', '11048610745/669934422943', '11385707649/669934422943', '11723035057/669934422943', '12060596425/669934422943', '12398393763/669934422943', '12736434021/669934422943', '13074721091/669934422943', '13413263061/669934422943', '13752064753/669934422943', '14091134633/669934422943', '14430478003/669934422943', '14770103733/669934422943', '15110017349/669934422943', '15450227879/669934422943', '15790741283/669934422943', '16131566607/669934422943', '16472710073/669934422943', '16814181011/669934422943', '17155985703/669934422943', '17498133757/669934422943', '17840631659/669934422943', '18183489145/669934422943', '18526712929/669934422943', '18870313031/669934422943', '446844099/15579870301', '19558672847/669934422943', '19903449917/669934422943', '20248637829/669934422943', '20594243863/669934422943', '20940278715/669934422943', '21286749737/669934422943', '21633667823/669934422943', '21981040553/669934422943', '22328878807/669934422943', '22677190109/669934422943', '23025985313/669934422943', '23375271221/669934422943', '23725057167/669934422943']
['7230123493/447022215703', '1064372429/63860316529', '7671249265/447022215703', '7892046237/447022215703', '8112997635/447022215703', '187987331/10083207873', '25666113047/1341066647109', '8776798875/447022215703', '8998392237/447022215703', '169696105/8227402743', '4046610601/191580949587', '28992616769/1341066647109', '4237072301/191580949587', '30326955683/1341066647109', '543771565/23527485037', '1507790041/63860316529', '32332804703/1341066647109', '11000878429/447022215703', '33673097207/1341066647109', '34344205277/1341066647109', '35015974625/1341066647109', '268333987/10083207873', '12120519265/447022215703', '37035402625/1341066647109', '5387138665/191580949587', '38385277745/1341066647109', '5580191437/191580949587', '13246057975/447022215703', '40415795837/1341066647109', '41094222355/1341066647109', '13924490135/447022215703', '14151185611/447022215703', '43134498643/1341066647109', '43816312895/1341066647109', '44499016505/1341066647109', '339718993/10083207873', '45867157751/1341066647109', '6650375177/191580949587', '828755143/23527485037']
['5486946554/335553234923', '5649341983/335553234923', '5811858812/335553234923', '5974493376/335553234923', '6137243312/335553234923', '6300109881/335553234923', '6463093446/335553234923', '6626196877/335553234923', '6789421504/335553234923', '6952770842/335553234923', '7116246757/335553234923', '7279853026/335553234923', '7443591799/335553234923', '7607467100/335553234923', '7771481195/335553234923', '7935638259/335553234923', '8099940733/335553234923', '8264392852/335553234923', '8428997186/335553234923', '8593758064/335553234923', '8758678205/335553234923', '8923761915/335553234923', '9089012088/335553234923', '9254433136/335553234923', '9420027941/335553234923', '9585801105/335553234923', '9751755525/335553234923', '9917895878/335553234923', '10084225175/335553234923', '10250748118/335553234923', '10417467760/335553234923', '10584388902/335553234923', '10751514533/335553234923', '10918849444/335553234923', '11086396569/335553234923', '11254160465/335553234923', '11422143676/335553234923', '11590350135/335553234923', '11758780795/335553234923']
['2774493107/167911091327', '11417011437/671644365308', '2934075526/167911091327', '12055831455/671644365308', '12375594081/671644365308', '3173897177/167911091327', '929701171/47974597522', '13336279835/671644365308', '13656982593/671644365308', '3494482251/167911091327', '7149561939/335822182654', '14620572401/671644365308', '7471139987/335822182654', '15264252369/671644365308', '15586495371/671644365308', '1136358219/47974597522', '16231817565/671644365308', '8277454607/335822182654', '4219574087/167911091327', '4300496352/167911091327', '8762991631/335822182654', '8925148063/335822182654', '18174931163/671644365308', '18499895019/671644365308', '4706298654/167911091327', '2735833857/95949195044', '19476829165/671644365308', '4950794557/167911091327', '10064945665/335822182654', '10228487835/335822182654', '742301371/23987298761', '21112286715/671644365308', '21440527695/671644365308', '5442292082/167911091327', '22098215347/671644365308', '22427675107/671644365308', '11378776593/335822182654', '23087854033/671644365308', '11709289649/335822182654']
['11217898645/672160588129', '11531360725/672160588129', '11845085971/672160588129', '12159055235/672160588129', '12473262223/672160588129', '12787701451/672160588129', '13102374211/672160588129', '13417279871/672160588129', '13732422885/672160588129', '14047804659/672160588129', '14363431117/672160588129', '14679304895/672160588129', '14995432569/672160588129', '15311817463/672160588129', '15628466715/672160588129', '15945383995/672160588129', '16262576753/672160588129', '16580049071/672160588129', '16897808597/672160588129', '17215859397/672160588129', '17534209945/672160588129', '17852863867/672160588129', '18171829879/672160588129', '18491112279/672160588129', '18810719301/672160588129', '19130655675/672160588129', '19450929739/672160588129', '19771546225/672160588129', '20092513513/672160588129', '20413836445/672160588129', '20735523297/672160588129', '21057578775/672160588129', '21380011069/672160588129', '21702824397/672160588129', '22026026417/672160588129', '22349620469/672160588129', '22673612589/672160588129', '22998003471/672160588129', '23322794329/672160588129']
['22667493103/1345292178583', '23283584205/1345292178583', '23900224993/1345292178583', '24517372821/1345292178583', '25135004523/1345292178583', '25753108165/1345292178583', '26371678731/1345292178583', '26990715627/1345292178583', '27610221505/1345292178583', '28230200939/1345292178583', '28850660173/1345292178583', '29471606579/1345292178583', '30093048397/1345292178583', '30714994503/1345292178583', '31337454415/1345292178583', '31960438017/1345292178583', '32583955557/1345292178583', '33208017667/1345292178583', '33832635373/1345292178583', '34457818923/1345292178583', '35083581351/1345292178583', '35709931981/1345292178583', '36336884145/1345292178583', '36964448667/1345292178583', '37592637799/1345292178583', '38221463301/1345292178583', '38850937333/1345292178583', '39481071831/1345292178583', '40111878797/1345292178583', '40743370189/1345292178583', '41375557789/1345292178583', '42008452995/1345292178583', '42642066985/1345292178583', '521402531/16208339501', '43911491661/1345292178583', '44547319575/1345292178583', '45183899139/1345292178583', '45821231369/1345292178583', '46459309387/1345292178583']
['11445966437/673113409349', '11748745735/673113409349', '12051814411/673113409349', '12355148665/673113409349', '12658731173/673113409349', '12962555299/673113409349', '13266614379/673113409349', '13570908371/673113409349', '13875435187/673113409349', '14180197969/673113409349', '14485196821/673113409349', '14790436501/673113409349', '15095918483/673113409349', '15401648361/673113409349', '15707628363/673113409349', '16013864775/673113409349', '16320360229/673113409349', '16627121359/673113409349', '16934151429/673113409349', '17241456673/673113409349', '17549041549/673113409349', '17856911815/673113409349', '18165071987/673113409349', '18473528665/673113409349', '18782285739/673113409349', '19091350335/673113409349', '19400726127/673113409349', '19710420409/673113409349', '20020436655/673113409349', '20330782055/673113409349', '20641459951/673113409349', '20952477093/673113409349', '21263836267/673113409349', '21575543587/673113409349', '21887600567/673113409349', '22200011655/673113409349', '22512775803/673113409349', '22825893195/673113409349', '23139355275/673113409349']
['5777304350/336776956041', '11852258041/673553912082', '12150215833/673553912082', '2074741881/112258985347', '6373472695/336776956041', '13045686449/673553912082', '6672333730/336776956041', '6821942272/336776956041', '6971667989/336776956041', '4747673887/224517970694', '7271471275/336776956041', '7421550250/336776956041', '2523916337/112258985347', '15444138125/673553912082', '15745024151/673553912082', '8023079950/336776956041', '8173774648/336776956041', '16649196499/673553912082', '8475553070/336776956041', '8626640977/336776956041', '2925954984/112258985347', '8929226582/336776956041', '18161457785/673553912082', '6154915949/224517970694', '9384164293/336776956041', '6357401593/224517970694', '19376381287/673553912082', '9840431483/336776956041', '19985654519/673553912082', '10145380274/336776956041', '3432697577/112258985347', '20901933349/673553912082', '7069335947/224517970694', '21514412057/673553912082', '3636858024/112258985347', '11064108503/336776956041', '11217808789/336776956041', '7581115205/224517970694', '11525695583/336776956041']
['11660104799/673979237167', '11952751717/673979237167', '12245729297/673979237167', '12538999301/673979237167', '12832540785/673979237167', '13126336619/673979237167', '13420379289/673979237167', '13714660775/673979237167', '14009179615/673979237167', '14303932237/673979237167', '14598920397/673979237167', '14894142849/673979237167', '15189603123/673979237167', '15485301485/673979237167', '15781242413/673979237167', '16077427055/673979237167', '16373860671/673979237167', '16670544805/673979237167', '16967485509/673979237167', '17264683877/673979237167', '17562147439/673979237167', '17859876661/673979237167', '18157879167/673979237167', '18456156409/673979237167', '18754715015/673979237167', '19053557279/673979237167', '19352689297/673979237167', '19652113353/673979237167', '19951835417/673979237167', '20251857353/673979237167', '20552184641/673979237167', '20852818533/673979237167', '21153763499/673979237167', '21455019439/673979237167', '21756589077/673979237167', '22058469485/673979237167', '22360659437/673979237167', '22663149875/673979237167', '22965929173/673979237167']
['11762476183/674381126091', '12050239432/674381126091', '12338355757/674381126091', '12626783602/674381126091', '4305165201/224793708697', '13204473292/674381126091', '4497901425/224793708697', '4594393430/224793708697', '14072896015/674381126091', '4787616079/224793708697', '4884345131/224793708697', '4981152353/224793708697', '5078037916/224793708697', '15525006728/674381126091', '5272045933/224793708697', '16107509183/674381126091', '16399123556/674381126091', '16690983677/674381126091', '5661031055/224793708697', '5758484727/224793708697', '17568072020/674381126091', '17860948232/674381126091', '18154088087/674381126091', '6149164758/224793708697', '18741170936/674381126091', '6345040521/224793708697', '6443116593/224793708697', '19623858985/674381126091', '19918652515/674381126091', '31933228/1065373027', '20509104028/674381126091', '20804766769/674381126091', '21100722967/674381126091', '21396973048/674381126091', '7231172066/224793708697', '7330116521/224793708697', '7429155829/224793708697', '22584859900/674381126091', '22882509241/674381126091']
